current,voltage,Electric_field_strength
-0.027,-2.61,-2.61
-0.027,-2.659,-2.659
-0.026,-2.692,-2.692
-0.027,-2.659,-2.659
-0.027,-2.644,-2.644
-0.027,-2.635,-2.635
-0.027,-2.61,-2.61
-0.027,-2.592,-2.592
-0.027,-2.619,-2.619
-0.027,-2.612,-2.612
-0.027,-2.638,-2.638
-0.026,-2.633,-2.633
-0.027,-2.634,-2.634
-0.027,-2.647,-2.647
-0.026,-2.637,-2.637
-0.027,-2.621,-2.621
-0.027,-2.63,-2.63
-0.027,-2.594,-2.594
-0.027,-2.628,-2.628
-0.027,-2.64,-2.64
-0.027,-2.637,-2.637
-0.027,-2.66,-2.66
-0.026,-2.642,-2.642
-0.026,-2.621,-2.621
-0.026,-2.631,-2.631
-0.027,-2.599,-2.599
0.41,0.641,0.641
1.419,-1.287,-1.287
1.863,-1.269,-1.269
2.296,-1.345,-1.345
2.717,-1.343,-1.343
3.13,-1.384,-1.384
3.705,-1.294,-1.294
4.098,-1.381,-1.381
4.488,-1.291,-1.291
4.87,-1.406,-1.406
5.247,-1.396,-1.396
5.777,-1.322,-1.322
6.145,-1.311,-1.311
6.509,-1.474,-1.474
6.871,-1.435,-1.435
7.228,-1.29,-1.29
7.734,-0.999,-0.999
8.087,-1.098,-1.098
8.438,-1.036,-1.036
8.785,-1.103,-1.103
9.132,-0.928,-0.928
9.623,-0.834,-0.834
9.965,-1.379,-1.379
10.308,-0.805,-0.805
10.65,-1.248,-1.248
10.987,-1.187,-1.187
11.473,-0.954,-0.954
11.811,-1.013,-1.013
12.147,-0.995,-0.995
12.484,-1.098,-1.098
12.821,-0.745,-0.745
13.3,-1.356,-1.356
13.635,-1.293,-1.293
13.971,-0.967,-0.967
14.304,-1.245,-1.245
14.638,-0.992,-0.992
15.114,-1.165,-1.165
15.448,-1.033,-1.033
15.783,-0.921,-0.921
16.115,-0.927,-0.927
16.447,-1.366,-1.366
16.924,-1.086,-1.086
17.257,-0.986,-0.986
17.589,-1.206,-1.206
17.921,-1.045,-1.045
18.253,-0.954,-0.954
18.729,-0.915,-0.915
19.056,-1.131,-1.131
19.39,-0.816,-0.816
19.722,-0.913,-0.913
20.054,-1.015,-1.015
20.527,-1.052,-1.052
20.858,-0.989,-0.989
21.19,-1.071,-1.071
21.52,-1.276,-1.276
21.852,-0.544,-0.544
22.326,-0.983,-0.983
22.657,-0.665,-0.665
22.988,-0.927,-0.927
23.32,-0.822,-0.822
23.651,-1.285,-1.285
24.123,-2.316,-2.316
24.454,-0.919,-0.919
24.785,-1.166,-1.166
25.117,-1.008,-1.008
25.447,-1.074,-1.074
25.919,-0.977,-0.977
26.25,-1.215,-1.215
26.581,-0.933,-0.933
26.911,-1.12,-1.12
27.242,-1.005,-1.005
27.715,-1.088,-1.088
28.046,-1.137,-1.137
28.376,-1.229,-1.229
28.706,-1.133,-1.133
29.038,-1.236,-1.236
29.51,-1.245,-1.245
29.841,-1.266,-1.266
30.169,-1.463,-1.463
30.503,-1.36,-1.36
30.831,-1.302,-1.302
31.304,-1.348,-1.348
31.636,-1.397,-1.397
31.964,-1.547,-1.547
32.296,-1.331,-1.331
32.626,-1.301,-1.301
33.095,-1.371,-1.371
33.427,-1.36,-1.36
33.758,-1.171,-1.171
34.089,-1.363,-1.363
34.417,-1.517,-1.517
34.89,-1.264,-1.264
35.219,-1.348,-1.348
35.55,-1.591,-1.591
35.879,-1.662,-1.662
36.208,-1.507,-1.507
36.679,-1.467,-1.467
37.01,-1.542,-1.542
37.337,-1.397,-1.397
37.67,-1.521,-1.521
37.999,-1.283,-1.283
38.47,-1.558,-1.558
38.801,-1.728,-1.728
39.13,-1.769,-1.769
39.458,-1.748,-1.748
39.788,-1.693,-1.693
40.259,-1.813,-1.813
40.589,-1.715,-1.715
40.919,-1.623,-1.623
41.248,-1.422,-1.422
41.579,-1.66,-1.66
42.047,-1.457,-1.457
42.376,-1.666,-1.666
42.706,-1.551,-1.551
43.035,-1.807,-1.807
43.364,-1.796,-1.796
43.833,-1.697,-1.697
44.159,-1.765,-1.765
44.491,-1.653,-1.653
44.818,-1.791,-1.791
45.146,-1.706,-1.706
45.616,-1.851,-1.851
45.947,-2.031,-2.031
46.272,-1.782,-1.782
46.602,-1.671,-1.671
46.931,-1.709,-1.709
47.399,-1.606,-1.606
47.726,-1.824,-1.824
48.051,-1.786,-1.786
48.379,-1.831,-1.831
48.71,-1.815,-1.815
49.176,-1.737,-1.737
49.504,-1.8,-1.8
49.831,-1.771,-1.771
50.161,-1.598,-1.598
50.486,-1.493,-1.493
50.953,-1.873,-1.873
