current,voltage,Electric_field_strength
-0.026,-3.018,-3.018
-0.027,-3.043,-3.043
-0.027,-3.022,-3.022
-0.027,-3.073,-3.073
-0.027,-3.017,-3.017
-0.027,-2.999,-2.999
-0.026,-3.006,-3.006
-0.027,-3.001,-3.001
-0.027,-3.025,-3.025
-0.027,-3.072,-3.072
-0.027,-3.046,-3.046
-0.027,-2.999,-2.999
-0.026,-3.062,-3.062
-0.027,-3.041,-3.041
-0.027,-2.997,-2.997
-0.026,-3.002,-3.002
-0.027,-2.983,-2.983
-0.027,-3.02,-3.02
-0.027,-3.017,-3.017
-0.027,-3.046,-3.046
-0.027,-3.036,-3.036
-0.027,-3.034,-3.034
-0.027,-2.988,-2.988
-0.027,-3.01,-3.01
-0.026,-3.0,-3.0
-0.026,-3.023,-3.023
-0.027,-3.027,-3.027
-0.027,-3.054,-3.054
-0.027,-3.006,-3.006
-0.026,-3.017,-3.017
-0.026,-3.0,-3.0
-0.026,-2.988,-2.988
-0.027,-2.989,-2.989
-0.026,-2.996,-2.996
-0.026,-3.044,-3.044
-0.027,-3.02,-3.02
-0.027,-3.077,-3.077
-0.027,-3.04,-3.04
-0.026,-2.996,-2.996
-0.026,-2.995,-2.995
-0.026,-3.013,-3.013
-0.026,-3.014,-3.014
-0.027,-3.042,-3.042
-0.027,-3.017,-3.017
-0.027,-3.046,-3.046
-0.026,-3.015,-3.015
-0.027,-3.03,-3.03
-0.004,-2.446,-2.446
0.397,-1.951,-1.951
0.636,-2.069,-2.069
0.824,-2.09,-2.09
1.078,-2.163,-2.163
1.248,-2.197,-2.197
1.409,-2.225,-2.225
1.564,-2.241,-2.241
1.715,-2.174,-2.174
1.922,-2.254,-2.254
2.063,-2.309,-2.309
2.199,-2.331,-2.331
2.332,-2.33,-2.33
2.463,-2.302,-2.302
2.642,-2.37,-2.37
2.764,-2.373,-2.373
2.887,-2.359,-2.359
3.008,-2.314,-2.314
3.127,-2.338,-2.338
3.292,-2.339,-2.339
3.407,-2.419,-2.419
3.518,-2.366,-2.366
3.631,-2.355,-2.355
3.742,-2.349,-2.349
3.899,-2.363,-2.363
4.01,-2.376,-2.376
4.118,-2.33,-2.33
4.225,-2.393,-2.393
4.334,-0.588,-0.588
4.488,-2.362,-2.362
4.594,-2.442,-2.442
4.697,-2.386,-2.386
4.805,-2.273,-2.273
4.911,-2.251,-2.251
5.059,-2.236,-2.236
5.165,-2.341,-2.341
5.268,-2.444,-2.444
5.374,-2.339,-2.339
5.477,-2.34,-2.34
5.624,-2.232,-2.232
5.729,-2.203,-2.203
5.832,-2.198,-2.198
5.937,-2.272,-2.272
6.038,-2.255,-2.255
6.186,-2.254,-2.254
6.288,-2.219,-2.219
6.39,-2.298,-2.298
6.496,-2.342,-2.342
6.599,-2.426,-2.426
6.743,-2.368,-2.368
6.846,-2.302,-2.302
6.949,-2.209,-2.209
7.052,-2.115,-2.115
7.153,-2.288,-2.288
7.3,-2.294,-2.294
7.402,-2.377,-2.377
7.506,-2.081,-2.081
7.609,-2.275,-2.275
7.709,-1.846,-1.846
7.856,-2.235,-2.235
7.96,-2.02,-2.02
8.061,-1.307,-1.307
8.166,-2.338,-2.338
8.267,-2.111,-2.111
8.411,-2.087,-2.087
8.515,-2.244,-2.244
8.619,-2.174,-2.174
8.719,-2.151,-2.151
8.823,-2.215,-2.215
8.969,-2.361,-2.361
9.07,-1.714,-1.714
9.173,-2.37,-2.37
9.276,-2.277,-2.277
9.378,-1.939,-1.939
9.525,-1.734,-1.734
9.627,-2.359,-2.359
9.729,-2.34,-2.34
9.829,-2.38,-2.38
9.933,-2.214,-2.214
10.079,-2.15,-2.15
10.18,-2.32,-2.32
10.284,-2.309,-2.309
10.386,-2.265,-2.265
10.487,-2.238,-2.238
10.635,-2.095,-2.095
10.736,-2.067,-2.067
10.839,-2.345,-2.345
10.94,-2.163,-2.163
11.042,-2.102,-2.102
11.19,-2.197,-2.197
11.29,-2.113,-2.113
11.393,-2.207,-2.207
11.495,-2.004,-2.004
11.598,-2.15,-2.15
11.743,-2.153,-2.153
11.846,-2.121,-2.121
11.948,-2.342,-2.342
12.049,-2.071,-2.071
12.152,-1.86,-1.86
12.295,-2.188,-2.188
12.399,-2.204,-2.204
12.501,-2.223,-2.223
12.604,-2.113,-2.113
12.706,-1.752,-1.752
12.851,-1.836,-1.836
12.954,-1.98,-1.98
13.056,-2.039,-2.039
13.158,-2.34,-2.34
13.261,-2.171,-2.171
13.406,-2.142,-2.142
13.509,-2.173,-2.173
13.611,-2.28,-2.28
13.711,-2.143,-2.143
13.814,-2.291,-2.291
13.96,-1.925,-1.925
14.065,-1.745,-1.745
14.167,-2.286,-2.286
14.268,-2.039,-2.039
14.369,-2.152,-2.152
14.515,-1.646,-1.646
14.618,-2.044,-2.044
14.719,-2.194,-2.194
14.821,-2.277,-2.277
14.923,-2.224,-2.224
15.069,-2.321,-2.321
15.171,-1.814,-1.814
15.272,-2.177,-2.177
15.375,-1.835,-1.835
15.478,-2.189,-2.189
15.622,-2.039,-2.039
15.724,-2.047,-2.047
15.828,-2.291,-2.291
15.929,-2.008,-2.008
16.03,-1.872,-1.872
16.177,-1.886,-1.886
16.28,-1.978,-1.978
16.381,-1.927,-1.927
16.484,-2.28,-2.28
16.586,-1.889,-1.889
16.731,-1.871,-1.871
16.834,-2.05,-2.05
16.935,-2.113,-2.113
17.039,-1.699,-1.699
17.142,-1.904,-1.904
17.286,-2.125,-2.125
17.388,-2.005,-2.005
17.49,-1.837,-1.837
17.593,-2.221,-2.221
17.695,-1.701,-1.701
17.84,-2.2,-2.2
17.942,-1.802,-1.802
18.045,-1.668,-1.668
18.147,-2.083,-2.083
18.248,-1.874,-1.874
18.393,-1.948,-1.948
18.498,-1.96,-1.96
18.599,-1.973,-1.973
18.701,-2.123,-2.123
18.802,-2.152,-2.152
18.949,-3.343,-3.343
19.05,-1.98,-1.98
19.153,-1.905,-1.905
19.255,-2.002,-2.002
19.357,-2.025,-2.025
19.5,-2.008,-2.008
19.603,-1.761,-1.761
19.705,-1.816,-1.816
19.807,-2.04,-2.04
19.91,-1.929,-1.929
20.055,-1.971,-1.971
20.157,-1.456,-1.456
20.258,-2.145,-2.145
20.361,-2.11,-2.11
20.464,-1.945,-1.945
20.61,-1.916,-1.916
20.711,-1.765,-1.765
20.813,-2.068,-2.068
20.913,-2.013,-2.013
21.015,-1.875,-1.875
21.162,-2.051,-2.051
21.265,-1.88,-1.88
21.367,-2.232,-2.232
21.469,-2.028,-2.028
21.571,-2.082,-2.082
21.716,-1.601,-1.601
21.817,-2.142,-2.142
21.922,-1.606,-1.606
22.022,-2.155,-2.155
22.125,-1.92,-1.92
22.271,-2.107,-2.107
22.373,-1.939,-1.939
22.475,-2.18,-2.18
22.578,-1.936,-1.936
22.677,-2.142,-2.142
22.824,-2.105,-2.105
22.927,-1.663,-1.663
23.027,-2.005,-2.005
23.13,-2.177,-2.177
23.232,-1.885,-1.885
23.377,-2.059,-2.059
23.479,-1.566,-1.566
23.581,-1.502,-1.502
23.686,-2.069,-2.069
23.787,-2.229,-2.229
23.931,-2.141,-2.141
24.034,-2.058,-2.058
24.137,-1.957,-1.957
24.238,-2.022,-2.022
24.341,-1.332,-1.332
24.488,-1.983,-1.983
24.589,-2.112,-2.112
24.69,-1.957,-1.957
24.791,-1.77,-1.77
24.894,-2.212,-2.212
25.04,-2.123,-2.123
25.141,-2.139,-2.139
25.243,-2.295,-2.295
25.344,-2.267,-2.267
25.448,-2.314,-2.314
25.592,-2.341,-2.341
25.694,-2.365,-2.365
25.797,-2.365,-2.365
25.898,-2.36,-2.36
25.998,-2.396,-2.396
26.146,-2.415,-2.415
26.249,-2.383,-2.383
26.349,-2.374,-2.374
26.452,-2.359,-2.359
26.554,-2.328,-2.328
26.7,-2.316,-2.316
26.801,-2.326,-2.326
26.902,-2.319,-2.319
27.004,-2.359,-2.359
27.106,-2.318,-2.318
27.249,-2.332,-2.332
27.353,-2.351,-2.351
27.455,-2.347,-2.347
27.558,-2.222,-2.222
27.659,-2.337,-2.337
27.804,-2.333,-2.333
27.905,-2.313,-2.313
28.008,-2.304,-2.304
28.11,-2.278,-2.278
28.211,-2.308,-2.308
28.357,-2.317,-2.317
28.459,-2.168,-2.168
28.56,-2.262,-2.262
28.663,-2.245,-2.245
28.765,-2.245,-2.245
28.91,-2.216,-2.216
29.012,-2.224,-2.224
29.115,-2.243,-2.243
29.216,-2.156,-2.156
29.319,-2.122,-2.122
29.464,-2.182,-2.182
29.567,-2.122,-2.122
29.669,-2.162,-2.162
29.77,-1.978,-1.978
29.871,-2.184,-2.184
30.017,-2.112,-2.112
30.118,-2.106,-2.106
30.221,-1.902,-1.902
30.322,-2.077,-2.077
30.426,-1.567,-1.567
30.571,-2.07,-2.07
30.671,-2.023,-2.023
30.774,-2.109,-2.109
30.874,-1.858,-1.858
30.977,-1.998,-1.998
31.123,-1.973,-1.973
31.224,-1.959,-1.959
31.326,-1.901,-1.901
