current,voltage,Electric_field_strength
-0.026,-2.786,-2.786
-0.026,-2.764,-2.764
-0.025,-2.766,-2.766
-0.026,-2.79,-2.79
-0.026,-2.763,-2.763
-0.026,-2.777,-2.777
-0.026,-2.76,-2.76
-0.026,-2.801,-2.801
-0.026,-2.789,-2.789
-0.026,-2.778,-2.778
-0.025,-2.74,-2.74
-0.026,-2.762,-2.762
-0.026,-2.753,-2.753
-0.025,-2.774,-2.774
1.132,3.758,3.758
2.921,0.556,0.556
4.044,-0.017,-0.017
5.624,-0.035,-0.035
6.717,0.419,0.419
7.801,0.163,0.163
8.875,0.987,0.987
9.942,0.915,0.915
11.453,1.547,1.547
12.503,1.384,1.384
13.547,1.452,1.452
14.589,1.206,1.206
15.623,1.0,1.0
17.167,1.436,1.436
18.265,1.32,1.32
19.289,1.249,1.249
20.308,1.403,1.403
21.325,1.156,1.156
22.77,1.342,1.342
23.781,1.343,1.343
24.791,0.902,0.902
25.797,1.838,1.838
26.805,1.281,1.281
28.238,0.909,0.909
29.312,1.599,1.599
30.383,1.767,1.767
31.384,1.734,1.734
32.384,1.634,1.634
33.806,1.189,1.189
34.805,1.013,1.013
35.801,0.447,0.447
36.795,-0.241,-0.241
37.786,-0.509,-0.509
39.207,-0.687,-0.687
40.198,-0.713,-0.713
41.19,-0.801,-0.801
42.179,-0.925,-0.925
43.168,-1.102,-1.102
44.582,-1.09,-1.09
45.568,-1.191,-1.191
46.555,-1.332,-1.332
47.542,-1.168,-1.168
48.526,-0.99,-0.99
49.93,-1.183,-1.183
50.984,-1.126,-1.126
52.035,-0.894,-0.894
53.017,-1.214,-1.214
53.991,-1.125,-1.125
55.389,-1.069,-1.069
56.366,-1.032,-1.032
57.338,-1.018,-1.018
58.313,-1.088,-1.088
59.286,-0.862,-0.862
60.674,-1.136,-1.136
61.721,0.233,0.233
62.753,-0.75,-0.75
63.722,-0.827,-0.827
64.693,-1.0,-1.0
66.071,-1.014,-1.014
67.107,-1.013,-1.013
68.144,-1.087,-1.087
69.11,-0.992,-0.992
70.076,-0.931,-0.931
71.455,-0.912,-0.912
72.421,-0.596,-0.596
73.385,-0.875,-0.875
74.348,-0.908,-0.908
75.312,-0.911,-0.911
76.687,-0.896,-0.896
77.648,-0.883,-0.883
78.613,-1.088,-1.088
79.574,-1.523,-1.523
80.537,-0.869,-0.869
81.909,-0.909,-0.909
82.941,-0.903,-0.903
83.97,-0.765,-0.765
84.931,-0.79,-0.79
85.894,-0.724,-0.724
87.267,-0.856,-0.856
88.228,-0.56,-0.56
89.187,-1.508,-1.508
90.145,-0.462,-0.462
91.104,-0.448,-0.448
92.477,-0.444,-0.444
93.436,-0.311,-0.311
94.396,0.176,0.176
95.356,0.436,0.436
96.314,0.245,0.245
97.686,0.778,0.778
98.643,0.915,0.915
99.603,0.603,0.603
100.559,0.952,0.952
101.52,1.278,1.278
102.887,1.321,1.321
103.845,1.585,1.585
104.803,1.92,1.92
105.761,2.405,2.405
106.719,2.326,2.326
108.086,2.672,2.672
109.044,2.323,2.323
109.999,3.184,3.184
110.959,3.173,3.173
111.915,3.274,3.274
113.283,3.837,3.837
114.239,3.904,3.904
115.196,4.142,4.142
116.152,3.823,3.823
117.101,3.794,3.794
118.474,4.14,4.14
119.432,4.306,4.306
120.386,4.661,4.661
121.343,5.098,5.098
122.3,4.826,4.826
123.734,4.833,4.833
124.762,5.124,5.124
125.717,5.293,5.293
126.671,5.41,5.41
127.628,5.498,5.498
128.992,5.38,5.38
129.945,5.603,5.603
130.906,5.765,5.765
131.862,5.831,5.831
132.816,5.942,5.942
134.185,6.207,6.207
135.142,6.359,6.359
136.097,6.603,6.603
137.052,6.6,6.6
138.008,6.988,6.988
139.376,6.994,6.994
140.332,7.238,7.238
141.292,7.648,7.648
142.246,7.783,7.783
143.203,8.192,8.192
144.57,8.543,8.543
145.525,8.839,8.839
146.483,9.413,9.413
147.439,10.396,10.396
148.4,12.571,12.571
149.764,15.651,15.651
150.713,106.949,106.949
151.68,382.382,382.382
152.639,397.547,397.547
153.596,413.489,413.489
