current,voltage,Electric_field_strength
-0.027,-3.339,-3.339
-0.027,-3.335,-3.335
-0.028,-3.34,-3.34
-0.027,-3.362,-3.362
-0.027,-3.366,-3.366
-0.028,-3.343,-3.343
-0.027,-3.332,-3.332
-0.028,-3.325,-3.325
-0.027,-3.338,-3.338
-0.027,-3.37,-3.37
-0.028,-3.345,-3.345
-0.027,-3.357,-3.357
-0.027,-3.351,-3.351
-0.027,-3.334,-3.334
-0.027,-3.308,-3.308
-0.028,-3.305,-3.305
-0.027,-3.335,-3.335
-0.028,-3.349,-3.349
-0.027,-3.333,-3.333
-0.027,-3.369,-3.369
-0.028,-3.359,-3.359
-0.028,-3.35,-3.35
-0.027,-1.892,-1.892
0.3,-1.33,-1.33
0.667,-2.218,-2.218
0.854,-2.343,-2.343
1.031,-2.325,-2.325
1.204,-2.39,-2.39
1.366,-2.504,-2.504
1.588,-2.407,-2.407
1.738,-2.504,-2.504
1.884,-2.608,-2.608
2.025,-2.481,-2.481
2.164,-2.538,-2.538
2.353,-2.505,-2.505
2.483,-2.555,-2.555
2.608,-2.672,-2.672
2.732,-2.631,-2.631
2.856,-2.592,-2.592
3.026,-2.571,-2.571
3.146,-2.631,-2.631
3.262,-2.512,-2.512
3.377,-2.621,-2.621
3.489,-2.572,-2.572
3.651,-2.651,-2.651
3.763,-2.642,-2.642
3.875,-2.693,-2.693
3.982,-2.689,-2.689
4.089,-2.544,-2.544
4.252,-0.611,-0.611
4.368,-2.68,-2.68
4.475,-2.606,-2.606
4.583,-2.682,-2.682
4.687,-2.425,-2.425
4.838,-2.501,-2.501
4.944,-2.496,-2.496
5.05,-2.701,-2.701
5.154,-2.54,-2.54
5.258,-2.589,-2.589
5.408,-2.62,-2.62
5.511,-2.488,-2.488
5.613,-2.403,-2.403
5.718,-2.422,-2.422
5.82,-2.365,-2.365
5.969,-2.507,-2.507
6.074,-2.597,-2.597
6.178,-2.629,-2.629
6.279,-2.369,-2.369
6.383,-2.508,-2.508
6.537,-2.454,-2.454
6.65,-2.678,-2.678
6.75,-2.623,-2.623
6.854,-2.512,-2.512
6.956,-2.578,-2.578
7.104,-2.603,-2.603
7.203,-1.819,-1.819
7.308,-2.476,-2.476
7.409,-2.284,-2.284
7.515,-2.712,-2.712
7.661,-2.074,-2.074
7.763,-2.637,-2.637
7.865,-2.45,-2.45
7.967,-2.693,-2.693
8.071,-2.254,-2.254
8.218,-2.392,-2.392
8.321,-2.747,-2.747
8.423,-2.39,-2.39
8.526,-2.264,-2.264
8.628,-2.284,-2.284
8.773,-2.007,-2.007
8.876,-2.6,-2.6
8.978,-2.013,-2.013
9.08,-2.514,-2.514
9.182,-2.665,-2.665
9.326,-2.243,-2.243
9.432,-2.376,-2.376
9.533,-2.199,-2.199
9.635,-2.588,-2.588
9.738,-2.599,-2.599
9.884,-2.103,-2.103
9.987,-2.123,-2.123
10.09,-2.501,-2.501
10.19,-2.47,-2.47
10.294,-2.601,-2.601
10.441,-2.469,-2.469
10.543,-2.433,-2.433
10.644,-2.156,-2.156
10.747,-2.515,-2.515
10.847,-2.023,-2.023
10.993,-2.432,-2.432
11.096,-2.402,-2.402
11.198,-2.616,-2.616
11.302,-2.309,-2.309
11.405,-2.132,-2.132
11.55,-2.273,-2.273
11.652,-2.2,-2.2
11.755,-2.485,-2.485
11.858,-2.354,-2.354
11.96,-2.378,-2.378
12.105,-2.453,-2.453
12.208,-2.245,-2.245
12.309,-2.316,-2.316
12.412,-2.239,-2.239
12.515,-2.27,-2.27
12.661,-2.117,-2.117
12.763,-2.439,-2.439
12.864,-2.496,-2.496
12.968,-2.008,-2.008
13.069,-2.454,-2.454
13.214,-2.204,-2.204
13.317,-2.324,-2.324
13.419,-2.482,-2.482
13.524,-2.31,-2.31
13.625,-2.458,-2.458
13.771,-2.006,-2.006
13.873,-2.243,-2.243
13.975,-2.451,-2.451
14.078,-2.178,-2.178
14.179,-2.238,-2.238
14.324,-2.359,-2.359
14.427,-2.042,-2.042
14.53,-2.482,-2.482
14.632,-1.987,-1.987
14.734,-2.023,-2.023
14.879,-2.141,-2.141
14.983,-2.23,-2.23
15.084,-2.279,-2.279
15.187,-2.307,-2.307
15.288,-2.419,-2.419
15.434,-2.046,-2.046
15.537,-1.938,-1.938
15.639,-1.993,-1.993
15.741,-2.349,-2.349
15.843,-2.023,-2.023
15.99,-2.043,-2.043
16.092,-2.158,-2.158
16.194,-2.138,-2.138
16.295,-3.739,-3.739
16.401,-1.9,-1.9
16.545,-2.469,-2.469
16.646,-2.081,-2.081
16.748,-2.445,-2.445
16.851,-2.336,-2.336
16.954,-2.319,-2.319
17.098,-2.247,-2.247
17.202,-2.192,-2.192
17.305,-2.311,-2.311
17.407,-2.099,-2.099
17.51,-2.282,-2.282
17.661,-2.001,-2.001
17.771,-2.473,-2.473
17.875,-2.109,-2.109
17.975,-2.016,-2.016
18.077,-2.083,-2.083
18.226,-2.441,-2.441
18.327,-2.501,-2.501
18.429,-2.086,-2.086
18.53,-1.997,-1.997
18.633,-2.289,-2.289
18.778,-2.131,-2.131
18.879,-2.416,-2.416
18.981,-2.054,-2.054
19.084,-2.441,-2.441
19.187,-2.101,-2.101
19.333,-2.07,-2.07
19.435,-2.238,-2.238
19.536,-2.375,-2.375
19.639,-2.198,-2.198
19.74,-2.258,-2.258
19.885,-2.381,-2.381
19.988,-1.937,-1.937
20.092,-2.131,-2.131
20.195,-2.291,-2.291
20.294,-1.62,-1.62
20.442,-1.972,-1.972
20.543,-1.84,-1.84
20.646,-2.283,-2.283
20.748,-1.703,-1.703
