current,voltage,Electric_field_strength
-0.027,-3.277,-3.277
-0.028,-3.268,-3.268
-0.028,-3.267,-3.267
-0.028,-3.269,-3.269
-0.028,-3.217,-3.217
-0.028,-3.273,-3.273
-0.028,-3.268,-3.268
-0.028,-3.254,-3.254
-0.027,-3.277,-3.277
-0.028,-3.24,-3.24
-0.028,-3.247,-3.247
-0.028,-3.243,-3.243
-0.028,-3.295,-3.295
-0.028,-3.284,-3.284
-0.028,-3.27,-3.27
-0.027,-3.271,-3.271
-0.027,-3.23,-3.23
-0.027,-3.234,-3.234
-0.027,-3.262,-3.262
-0.028,-3.234,-3.234
-0.028,-3.263,-3.263
-0.027,-3.297,-3.297
-0.028,-3.304,-3.304
-0.028,-3.24,-3.24
-0.028,-3.243,-3.243
-0.028,-3.264,-3.264
-0.027,-3.237,-3.237
-0.028,-3.273,-3.273
0.11,-1.438,-1.438
0.525,-1.962,-1.962
0.799,-2.089,-2.089
0.979,-2.159,-2.159
1.151,-2.197,-2.197
1.315,-2.129,-2.129
1.476,-2.288,-2.288
1.694,-2.281,-2.281
1.84,-2.307,-2.307
1.983,-2.287,-2.287
2.121,-2.342,-2.342
2.256,-2.307,-2.307
2.442,-2.283,-2.283
2.57,-2.366,-2.366
2.695,-2.463,-2.463
2.818,-2.399,-2.399
2.937,-2.393,-2.393
3.11,-2.306,-2.306
3.224,-2.28,-2.28
3.339,-2.406,-2.406
3.454,-2.578,-2.578
3.568,-2.513,-2.513
3.724,-2.223,-2.223
3.838,-2.38,-2.38
3.948,-2.364,-2.364
4.056,-2.476,-2.476
4.165,-2.242,-2.242
4.32,-2.177,-2.177
4.427,-2.285,-2.285
4.529,-2.243,-2.243
4.639,-2.348,-2.348
4.745,-2.073,-2.073
4.897,-2.288,-2.288
5.002,-2.55,-2.55
5.105,-2.259,-2.259
5.21,-2.442,-2.442
5.314,-2.292,-2.292
5.462,-2.269,-2.269
5.567,-2.186,-2.186
5.67,-2.122,-2.122
5.773,-2.246,-2.246
5.877,-2.315,-2.315
6.025,-2.264,-2.264
6.128,-2.439,-2.439
6.232,-2.221,-2.221
6.334,-2.267,-2.267
6.439,-2.256,-2.256
6.586,-2.394,-2.394
6.687,-1.986,-1.986
6.792,-2.471,-2.471
6.894,-2.385,-2.385
6.996,-2.573,-2.573
7.144,-1.984,-1.984
7.247,-2.074,-2.074
7.35,-2.444,-2.444
7.451,-1.825,-1.825
7.556,-2.251,-2.251
7.701,-2.439,-2.439
7.804,-1.846,-1.846
7.906,-2.097,-2.097
8.009,-2.291,-2.291
8.112,-2.502,-2.502
8.258,-2.085,-2.085
8.361,-1.974,-1.974
8.463,-2.494,-2.494
8.563,-2.046,-2.046
8.667,-1.979,-1.979
8.816,-1.956,-1.956
8.918,-2.562,-2.562
9.021,-2.42,-2.42
9.122,-2.099,-2.099
9.225,-2.0,-2.0
9.371,-2.091,-2.091
9.474,-2.248,-2.248
9.577,-2.075,-2.075
9.678,-2.367,-2.367
9.78,-2.118,-2.118
9.926,-2.255,-2.255
10.028,-1.804,-1.804
10.131,-1.824,-1.824
10.233,-1.822,-1.822
10.336,-2.299,-2.299
10.483,-2.246,-2.246
10.586,-2.047,-2.047
10.686,-2.088,-2.088
10.789,-2.159,-2.159
10.893,-2.346,-2.346
11.039,-2.243,-2.243
11.141,-1.81,-1.81
11.243,-2.248,-2.248
11.346,-1.922,-1.922
11.447,-2.34,-2.34
11.595,-1.801,-1.801
11.695,-2.213,-2.213
11.798,-1.962,-1.962
11.901,-2.335,-2.335
12.002,-2.304,-2.304
12.149,-2.378,-2.378
12.252,-2.322,-2.322
12.353,-1.835,-1.835
12.456,-1.963,-1.963
12.556,-2.055,-2.055
12.704,-1.884,-1.884
12.806,-1.93,-1.93
12.907,-2.202,-2.202
13.009,-1.882,-1.882
13.112,-2.351,-2.351
13.258,-1.738,-1.738
13.359,-2.197,-2.197
13.463,-1.757,-1.757
13.565,-1.375,-1.375
13.667,-1.813,-1.813
13.814,-2.216,-2.216
13.915,-1.879,-1.879
14.017,-2.233,-2.233
14.12,-1.591,-1.591
14.222,-2.027,-2.027
14.368,-1.999,-1.999
14.471,-1.61,-1.61
14.573,-2.029,-2.029
14.675,-2.075,-2.075
14.777,-2.201,-2.201
14.922,-1.976,-1.976
15.024,-2.112,-2.112
15.128,-1.526,-1.526
15.228,-1.865,-1.865
15.331,-1.607,-1.607
15.479,-2.179,-2.179
15.58,-1.783,-1.783
15.682,-2.064,-2.064
15.783,-2.223,-2.223
15.886,-2.792,-2.792
16.031,-1.351,-1.351
16.136,-1.89,-1.89
16.238,-1.822,-1.822
16.34,-2.214,-2.214
16.44,-2.178,-2.178
16.587,-1.727,-1.727
16.689,-2.195,-2.195
16.791,-1.663,-1.663
16.894,-1.585,-1.585
16.996,-1.627,-1.627
17.144,-1.57,-1.57
17.242,-1.97,-1.97
17.346,-1.775,-1.775
17.449,-1.925,-1.925
17.551,-1.681,-1.681
17.696,-1.885,-1.885
17.8,-1.481,-1.481
17.901,-1.857,-1.857
18.005,-0.956,-0.956
18.106,-1.2,-1.2
18.253,-1.954,-1.954
18.354,-1.856,-1.856
18.457,-1.898,-1.898
18.559,-1.379,-1.379
18.661,-1.516,-1.516
18.806,-1.773,-1.773
18.907,-1.513,-1.513
19.01,-1.678,-1.678
19.111,-1.735,-1.735
19.215,-1.695,-1.695
19.361,-1.755,-1.755
19.464,-1.533,-1.533
19.566,-1.543,-1.543
19.667,-1.446,-1.446
19.769,-1.535,-1.535
19.915,-1.377,-1.377
20.019,-0.798,-0.798
20.121,-1.534,-1.534
20.224,-1.081,-1.081
20.326,-1.266,-1.266
20.47,-1.676,-1.676
20.574,-1.569,-1.569
20.676,-0.594,-0.594
20.778,-1.103,-1.103
20.88,-0.903,-0.903
21.024,-0.865,-0.865
21.128,-1.284,-1.284
21.229,-1.431,-1.431
21.332,-1.365,-1.365
21.434,-0.659,-0.659
21.581,-1.221,-1.221
21.684,-0.518,-0.518
21.784,-1.268,-1.268
21.887,-1.147,-1.147
21.989,-0.632,-0.632
22.134,-1.277,-1.277
22.239,-0.872,-0.872
22.339,-1.398,-1.398
22.441,-1.369,-1.369
22.543,-1.545,-1.545
22.688,-1.506,-1.506
22.79,-1.545,-1.545
22.892,-1.559,-1.559
22.994,-1.549,-1.549
23.097,-1.533,-1.533
23.243,-1.539,-1.539
23.346,-1.553,-1.553
23.447,-1.531,-1.531
23.55,-1.467,-1.467
23.653,-1.333,-1.333
23.797,-1.061,-1.061
23.899,-1.229,-1.229
24.003,-1.36,-1.36
24.103,-1.375,-1.375
24.205,-1.27,-1.27
24.352,-1.235,-1.235
24.453,-1.297,-1.297
24.556,-1.168,-1.168
24.659,-1.075,-1.075
24.761,-1.1,-1.1
24.906,-1.133,-1.133
25.009,-1.061,-1.061
25.113,-1.074,-1.074
25.214,-1.103,-1.103
25.316,-1.087,-1.087
25.462,-0.963,-0.963
25.564,-0.887,-0.887
25.664,-0.894,-0.894
25.767,-0.909,-0.909
25.869,-0.858,-0.858
26.015,-0.771,-0.771
26.119,-0.76,-0.76
26.221,-0.688,-0.688
26.321,-0.617,-0.617
26.422,-0.513,-0.513
26.568,-0.626,-0.626
26.671,-0.493,-0.493
26.775,-0.499,-0.499
26.874,-0.363,-0.363
26.977,-0.367,-0.367
27.124,-0.322,-0.322
27.225,-0.27,-0.27
27.328,-0.185,-0.185
27.428,-0.096,-0.096
27.533,-0.041,-0.041
27.678,0.044,0.044
27.78,0.056,0.056
27.883,0.167,0.167
27.984,0.307,0.307
28.086,0.556,0.556
28.234,0.663,0.663
28.334,0.803,0.803
28.436,0.954,0.954
28.539,1.164,1.164
28.64,1.373,1.373
28.786,1.62,1.62
28.889,1.845,1.845
28.99,2.04,2.04
29.09,2.375,2.375
29.194,2.755,2.755
29.34,3.483,3.483
29.445,3.268,3.268
29.545,3.812,3.812
29.645,4.169,4.169
29.748,4.841,4.841
29.894,5.297,5.297
29.995,5.859,5.859
30.097,6.346,6.346
30.201,6.892,6.892
30.302,7.83,7.83
30.447,8.533,8.533
30.55,9.296,9.296
30.653,10.162,10.162
30.752,10.86,10.86
30.855,12.223,12.223
31.002,13.048,13.048
31.103,13.895,13.895
