current,voltage,Electric_field_strength
-0.027,-3.007,-3.007
-0.027,-3.013,-3.013
-0.027,-3.041,-3.041
-0.027,-3.005,-3.005
-0.027,-3.001,-3.001
-0.027,-2.984,-2.984
-0.027,-2.985,-2.985
-0.027,-2.981,-2.981
-0.027,-3.022,-3.022
-0.028,-3.017,-3.017
-0.027,-3.02,-3.02
-0.027,-3.027,-3.027
-0.027,-3.073,-3.073
-0.027,-2.982,-2.982
-0.027,-3.002,-3.002
-0.027,-2.549,-2.549
0.358,0.172,0.172
1.402,-1.017,-1.017
1.844,-0.758,-0.758
2.278,-0.876,-0.876
2.701,-1.016,-1.016
3.112,-0.9,-0.9
3.686,-1.043,-1.043
4.082,-1.054,-1.054
4.47,-1.017,-1.017
4.853,-1.166,-1.166
5.229,-0.752,-0.752
5.76,-0.786,-0.786
6.129,-0.557,-0.557
6.492,-0.617,-0.617
6.853,-0.509,-0.509
7.21,-0.79,-0.79
7.716,-0.077,-0.077
8.068,0.077,0.077
8.42,-0.657,-0.657
8.769,-0.537,-0.537
9.114,-0.502,-0.502
9.608,-0.68,-0.68
9.95,-0.679,-0.679
10.293,-0.581,-0.581
10.633,-0.625,-0.625
10.972,-0.351,-0.351
11.456,-0.351,-0.351
11.796,-0.772,-0.772
12.131,-0.582,-0.582
12.469,-0.876,-0.876
12.804,-0.923,-0.923
13.283,-0.698,-0.698
13.618,-0.866,-0.866
13.953,-0.621,-0.621
14.288,-0.168,-0.168
14.62,-0.614,-0.614
15.098,-0.489,-0.489
15.43,-0.561,-0.561
15.763,-0.527,-0.527
16.096,-0.248,-0.248
16.429,-0.126,-0.126
16.905,-0.086,-0.086
17.235,-0.189,-0.189
17.569,-0.264,-0.264
17.901,-2.902,-2.902
18.233,-0.341,-0.341
18.706,-0.625,-0.625
19.036,-0.868,-0.868
19.37,-0.399,-0.399
19.7,-0.501,-0.501
20.032,-0.658,-0.658
20.505,-0.522,-0.522
20.837,-0.334,-0.334
21.121,-0.159,-0.159
21.451,-0.439,-0.439
21.782,-0.336,-0.336
22.256,-0.214,-0.214
22.588,-0.149,-0.149
22.916,-0.054,-0.054
23.248,-0.835,-0.835
23.579,0.079,0.079
24.053,-0.482,-0.482
24.383,-0.671,-0.671
24.716,-0.278,-0.278
25.043,-0.273,-0.273
25.375,0.069,0.069
25.847,-0.368,-0.368
26.177,-0.188,-0.188
26.509,-0.768,-0.768
26.838,-1.402,-1.402
27.17,-1.533,-1.533
27.641,-1.767,-1.767
27.973,-1.672,-1.672
28.304,-1.44,-1.44
28.634,-1.579,-1.579
28.967,-1.798,-1.798
29.435,-1.879,-1.879
29.767,-1.901,-1.901
30.098,-1.933,-1.933
30.427,-1.834,-1.834
30.759,-1.635,-1.635
31.277,-1.888,-1.888
31.606,-1.974,-1.974
31.937,-2.077,-2.077
32.268,-2.095,-2.095
32.596,-1.832,-1.832
33.069,-1.987,-1.987
33.399,-1.886,-1.886
33.728,-1.681,-1.681
34.06,-1.744,-1.744
34.387,-1.873,-1.873
34.86,-1.698,-1.698
35.188,-1.789,-1.789
35.517,-1.764,-1.764
35.848,-1.499,-1.499
36.175,-1.517,-1.517
36.647,-1.668,-1.668
36.977,-1.623,-1.623
37.307,-1.416,-1.416
37.638,-1.54,-1.54
37.922,-1.283,-1.283
38.391,-1.315,-1.315
38.721,-1.097,-1.097
39.049,-1.272,-1.272
39.379,-1.251,-1.251
39.709,-1.277,-1.277
40.179,-1.08,-1.08
40.508,-1.166,-1.166
40.839,-1.089,-1.089
41.165,-1.002,-1.002
41.497,-0.914,-0.914
42.013,-0.778,-0.778
42.343,-0.796,-0.796
42.673,-0.679,-0.679
42.999,-0.712,-0.712
43.329,-0.678,-0.678
43.798,-0.439,-0.439
44.126,-0.481,-0.481
44.455,-0.298,-0.298
44.784,-0.658,-0.658
45.112,-0.176,-0.176
45.58,-0.03,-0.03
45.909,-0.02,-0.02
46.24,0.086,0.086
46.569,0.06,0.06
46.895,0.044,0.044
47.365,0.313,0.313
47.69,0.257,0.257
48.016,0.38,0.38
48.345,0.432,0.432
48.673,0.551,0.551
49.139,0.543,0.543
49.467,0.626,0.626
49.796,0.835,0.835
50.075,0.876,0.876
50.4,0.905,0.905
50.868,0.981,0.981
51.192,1.0,1.0
51.517,1.045,1.045
51.844,0.965,0.965
52.174,1.257,1.257
52.638,0.953,0.953
52.965,1.237,1.237
53.293,1.435,1.435
53.617,1.5,1.5
53.943,1.369,1.369
54.41,1.514,1.514
54.733,2.035,2.035
55.057,1.781,1.781
55.382,1.855,1.855
55.708,1.855,1.855
56.171,1.884,1.884
56.498,1.995,1.995
56.824,1.815,1.815
57.148,2.171,2.171
57.474,2.34,2.34
57.939,2.279,2.279
58.26,2.44,2.44
58.582,3.067,3.067
58.908,2.609,2.609
59.23,2.806,2.806
59.739,2.692,2.692
60.061,3.326,3.326
60.342,3.054,3.054
60.665,2.673,2.673
60.989,3.207,3.207
61.451,3.182,3.182
61.773,3.498,3.498
62.097,3.709,3.709
62.418,4.302,4.302
62.738,4.722,4.722
63.2,5.21,5.21
63.525,5.671,5.671
63.848,6.11,6.11
64.168,7.46,7.46
64.493,8.096,8.096
64.998,9.964,9.964
65.321,11.173,11.173
65.645,12.893,12.893
65.967,15.021,15.021
66.24,17.104,17.104
66.701,20.958,20.958
67.024,23.153,23.153
