current,voltage,Electric_field_strength
-0.028,-5.572,-5.572
-0.028,-5.606,-5.606
-0.028,-5.625,-5.625
-0.028,-5.619,-5.619
-0.028,-5.624,-5.624
-0.028,-5.603,-5.603
-0.028,-5.593,-5.593
-0.028,-5.59,-5.59
-0.028,-5.598,-5.598
-0.028,-5.609,-5.609
-0.028,-5.63,-5.63
-0.028,-5.612,-5.612
-0.028,-5.593,-5.593
-0.028,-5.6,-5.6
-0.028,-5.521,-5.521
-0.028,-5.708,-5.708
-0.028,-5.592,-5.592
-0.028,-5.842,-5.842
-0.027,-5.753,-5.753
-0.027,-5.595,-5.595
-0.023,-5.68,-5.68
-0.023,-5.773,-5.773
-0.029,-5.67,-5.67
-0.03,-5.734,-5.734
-0.027,-5.253,-5.253
-0.027,-5.505,-5.505
-0.028,-5.65,-5.65
-0.027,-5.649,-5.649
-0.032,-5.714,-5.714
-0.027,-5.735,-5.735
-0.025,-5.696,-5.696
-0.028,-5.95,-5.95
-0.031,-5.708,-5.708
-0.028,-5.545,-5.545
-0.029,-5.652,-5.652
-0.029,-5.66,-5.66
-0.025,-5.215,-5.215
-0.028,-5.451,-5.451
-0.03,-5.657,-5.657
-0.029,-5.672,-5.672
-0.026,-5.806,-5.806
-0.027,-5.696,-5.696
-0.03,-5.646,-5.646
-0.03,-5.565,-5.565
-0.028,-5.622,-5.622
-0.027,-5.586,-5.586
-0.028,-5.656,-5.656
-0.029,-5.698,-5.698
-0.028,-5.723,-5.723
-0.028,-5.64,-5.64
-0.028,-5.661,-5.661
-0.028,-5.589,-5.589
-0.028,-5.584,-5.584
-0.027,-5.596,-5.596
-0.028,-5.647,-5.647
-0.028,-5.68,-5.68
-0.028,-5.697,-5.697
-0.028,-5.637,-5.637
-0.028,-5.592,-5.592
-0.028,-5.576,-5.576
-0.028,-5.62,-5.62
-0.028,-5.63,-5.63
-0.028,-5.627,-5.627
-0.028,-5.623,-5.623
-0.028,-5.651,-5.651
-0.028,-5.629,-5.629
-0.028,-5.654,-5.654
-0.028,-5.612,-5.612
-0.028,-5.627,-5.627
-0.028,-5.651,-5.651
-0.028,-5.656,-5.656
-0.028,-5.631,-5.631
-0.028,-5.635,-5.635
-0.028,-5.645,-5.645
-0.028,-5.594,-5.594
-0.029,-5.604,-5.604
-0.028,-5.628,-5.628
-0.028,-5.639,-5.639
-0.029,-5.657,-5.657
-0.028,-5.617,-5.617
-0.028,-5.612,-5.612
-0.028,-5.612,-5.612
-0.028,-5.628,-5.628
-0.028,-5.651,-5.651
-0.028,-5.675,-5.675
-0.028,-5.659,-5.659
-0.029,-5.663,-5.663
-0.028,-5.641,-5.641
-0.028,-5.646,-5.646
-0.028,-5.64,-5.64
-0.028,-5.654,-5.654
-0.028,-5.636,-5.636
-0.028,-5.628,-5.628
-0.028,-5.649,-5.649
-0.028,-5.659,-5.659
-0.028,-5.643,-5.643
-0.028,-5.625,-5.625
-0.028,-5.604,-5.604
-0.028,-5.632,-5.632
-0.028,-5.637,-5.637
-0.028,-5.642,-5.642
-0.028,-5.632,-5.632
-0.028,-5.656,-5.656
-0.028,-5.645,-5.645
-0.028,-5.626,-5.626
-0.028,-5.609,-5.609
-0.028,-5.683,-5.683
-0.028,-5.674,-5.674
-0.029,-5.633,-5.633
-0.028,-5.65,-5.65
-0.028,-5.684,-5.684
-0.028,-5.666,-5.666
-0.028,-5.664,-5.664
-0.029,-5.73,-5.73
-0.028,-5.688,-5.688
-0.028,-5.711,-5.711
-0.028,-5.72,-5.72
-0.028,-5.694,-5.694
-0.028,-5.692,-5.692
-0.028,-5.755,-5.755
-0.028,-5.728,-5.728
-0.028,-5.73,-5.73
-0.028,-5.753,-5.753
-0.028,-5.746,-5.746
-0.028,-5.697,-5.697
-0.028,-5.713,-5.713
-0.028,-5.705,-5.705
-0.028,-5.723,-5.723
-0.028,-5.738,-5.738
-0.028,-5.721,-5.721
-0.028,-5.75,-5.75
-0.028,-5.746,-5.746
-0.028,-5.721,-5.721
-0.028,-5.728,-5.728
-0.028,-5.764,-5.764
-0.028,-5.747,-5.747
-0.028,-5.755,-5.755
-0.029,-5.747,-5.747
-0.028,-5.757,-5.757
-0.028,-5.722,-5.722
-0.029,-5.721,-5.721
-0.028,-5.749,-5.749
-0.028,-5.761,-5.761
-0.028,-5.767,-5.767
-0.028,-5.732,-5.732
-0.028,-5.749,-5.749
-0.028,-5.72,-5.72
-0.028,-5.709,-5.709
-0.028,-5.728,-5.728
-0.029,-5.739,-5.739
-0.029,-5.732,-5.732
-0.029,-5.746,-5.746
-0.028,-5.761,-5.761
-0.029,-5.746,-5.746
-0.028,-5.73,-5.73
-0.029,-5.704,-5.704
-0.029,-5.742,-5.742
-0.029,-5.745,-5.745
-0.028,-5.725,-5.725
-0.028,-5.72,-5.72
-0.028,-5.702,-5.702
-0.029,-5.697,-5.697
-0.028,-5.709,-5.709
-0.028,-5.733,-5.733
-0.028,-5.717,-5.717
-0.028,-5.757,-5.757
-0.028,-5.735,-5.735
-0.028,-5.734,-5.734
-0.028,-5.747,-5.747
-0.028,-5.758,-5.758
-0.028,-5.719,-5.719
-0.028,-5.729,-5.729
-0.029,-5.678,-5.678
-0.028,-5.724,-5.724
-0.028,-5.729,-5.729
-0.028,-5.728,-5.728
-0.029,-5.749,-5.749
-0.028,-5.734,-5.734
-0.028,-5.742,-5.742
-0.028,-5.7,-5.7
-0.029,-5.613,-5.613
-0.027,-5.765,-5.765
-0.029,-5.71,-5.71
-0.023,-5.803,-5.803
-0.029,-5.796,-5.796
-0.033,-5.344,-5.344
-0.027,-5.225,-5.225
0.154,-3.605,-3.605
0.536,-3.568,-3.568
0.724,-3.44,-3.44
0.991,-2.896,-2.896
1.164,-3.51,-3.51
1.326,-3.388,-3.388
1.48,-3.841,-3.841
1.634,-3.949,-3.949
1.847,-4.018,-4.018
1.989,-4.174,-4.174
2.124,-4.059,-4.059
2.259,-3.962,-3.962
2.392,-4.041,-4.041
2.573,-4.124,-4.124
2.698,-4.079,-4.079
2.819,-4.05,-4.05
2.938,-4.211,-4.211
3.06,-4.302,-4.302
3.226,-4.297,-4.297
3.343,-4.169,-4.169
3.455,-4.281,-4.281
3.578,-4.203,-4.203
3.696,-4.295,-4.295
3.852,-4.328,-4.328
3.972,-4.152,-4.152
4.088,-4.429,-4.429
4.197,-4.434,-4.434
4.304,-4.458,-4.458
4.457,-4.278,-4.278
4.573,-4.335,-4.335
4.685,-4.386,-4.386
4.791,-4.419,-4.419
4.897,-4.189,-4.189
5.049,-4.497,-4.497
5.151,-4.528,-4.528
5.253,-4.534,-4.534
5.36,-4.482,-4.482
5.462,-4.312,-4.312
5.612,-4.332,-4.332
5.716,-4.453,-4.453
5.818,-4.573,-4.573
5.922,-4.386,-4.386
