current,voltage,Electric_field_strength
-0.026,-2.871,-2.871
-0.026,-2.871,-2.871
-0.026,-2.892,-2.892
-0.026,-2.879,-2.879
-0.026,-2.834,-2.834
-0.026,-2.818,-2.818
-0.026,-2.858,-2.858
-0.026,-2.864,-2.864
-0.026,-2.871,-2.871
-0.026,-2.862,-2.862
-0.026,-2.87,-2.87
-0.026,-2.863,-2.863
-0.026,-2.845,-2.845
-0.026,-2.852,-2.852
-0.026,-2.846,-2.846
0.083,3.607,3.607
1.093,-0.932,-0.932
1.542,-0.548,-0.548
1.98,-0.122,-0.122
2.59,-0.12,-0.12
3.006,-0.289,-0.289
3.41,-0.339,-0.339
3.81,-0.379,-0.379
4.202,-0.495,-0.495
4.755,-0.324,-0.324
5.133,-0.516,-0.516
5.506,-0.665,-0.665
5.875,-0.592,-0.592
6.243,-0.326,-0.326
6.76,-0.515,-0.515
7.119,-0.524,-0.524
7.476,-0.674,-0.674
7.827,-0.529,-0.529
8.179,-0.58,-0.58
8.681,-0.576,-0.576
9.027,-0.599,-0.599
9.374,-0.589,-0.589
9.716,-0.471,-0.471
10.06,-0.741,-0.741
10.547,-0.623,-0.623
10.887,-0.805,-0.805
11.225,-0.608,-0.608
11.565,-0.592,-0.592
11.904,-0.728,-0.728
12.385,-0.569,-0.569
12.721,-0.433,-0.433
13.054,-0.766,-0.766
13.391,-0.809,-0.809
13.726,-0.804,-0.804
14.204,-0.396,-0.396
14.538,-0.712,-0.712
14.872,-0.64,-0.64
15.204,-0.425,-0.425
15.538,-0.61,-0.61
16.017,-0.603,-0.603
16.348,-0.563,-0.563
16.681,-0.632,-0.632
17.012,-0.517,-0.517
17.345,-0.599,-0.599
17.821,-0.564,-0.564
18.153,-0.404,-0.404
18.484,-0.215,-0.215
18.818,-0.563,-0.563
19.148,-0.452,-0.452
19.622,-0.426,-0.426
19.953,-0.478,-0.478
20.285,-0.435,-0.435
20.618,-0.398,-0.398
20.95,-0.464,-0.464
21.422,-0.393,-0.393
21.754,-0.367,-0.367
22.083,-0.429,-0.429
22.414,-0.519,-0.519
22.747,0.033,0.033
23.219,-0.275,-0.275
23.549,-0.163,-0.163
23.882,-0.463,-0.463
24.212,-0.426,-0.426
24.542,-0.373,-0.373
25.016,-0.382,-0.382
25.347,-0.347,-0.347
25.678,-0.356,-0.356
26.01,-0.218,-0.218
26.339,-0.27,-0.27
26.81,-0.27,-0.27
27.14,-0.371,-0.371
27.472,-0.248,-0.248
27.802,-0.424,-0.424
28.133,-0.088,-0.088
28.609,-0.254,-0.254
28.939,-0.167,-0.167
29.27,-0.275,-0.275
29.598,-0.241,-0.241
29.93,-0.262,-0.262
30.402,-0.27,-0.27
30.734,0.149,0.149
31.063,-0.259,-0.259
31.391,0.09,0.09
31.724,-0.23,-0.23
32.194,-0.14,-0.14
32.525,-0.088,-0.088
32.856,-0.109,-0.109
33.188,-0.271,-0.271
33.519,-0.219,-0.219
34.012,0.158,0.158
34.367,-0.745,-0.745
34.695,-1.307,-1.307
35.022,-1.547,-1.547
35.352,-1.606,-1.606
35.825,-1.589,-1.589
36.155,-1.545,-1.545
36.482,-1.702,-1.702
36.813,-1.428,-1.428
37.143,-1.629,-1.629
37.617,-1.719,-1.719
37.945,-1.709,-1.709
38.276,-1.689,-1.689
38.605,-1.827,-1.827
38.935,-1.619,-1.619
39.404,-1.772,-1.772
39.735,-1.777,-1.777
40.065,-1.762,-1.762
40.391,-1.645,-1.645
40.722,-1.805,-1.805
41.193,-1.722,-1.722
41.52,-1.611,-1.611
41.851,-1.799,-1.799
42.179,-1.724,-1.724
42.509,-1.754,-1.754
42.981,-1.725,-1.725
43.307,-1.768,-1.768
43.635,-1.805,-1.805
43.965,-1.833,-1.833
44.29,-1.731,-1.731
44.761,-1.781,-1.781
45.085,-1.637,-1.637
45.409,-1.736,-1.736
45.737,-1.813,-1.813
46.067,-1.715,-1.715
46.536,-1.728,-1.728
46.868,-1.811,-1.811
47.202,-1.727,-1.727
47.529,-1.796,-1.796
47.851,-1.674,-1.674
48.346,-1.748,-1.748
48.693,-1.608,-1.608
49.026,-1.675,-1.675
49.347,-1.672,-1.672
49.674,-1.761,-1.761
50.14,-1.709,-1.709
50.469,-1.697,-1.697
50.799,-1.719,-1.719
51.125,-1.73,-1.73
51.455,-1.738,-1.738
51.915,-1.795,-1.795
52.246,-1.748,-1.748
52.566,-1.656,-1.656
52.887,-1.762,-1.762
53.222,-1.663,-1.663
53.693,-1.85,-1.85
54.014,-1.791,-1.791
54.331,-1.817,-1.817
54.672,-1.718,-1.718
54.995,-1.773,-1.773
55.454,-1.82,-1.82
55.784,-1.727,-1.727
56.107,-1.705,-1.705
56.434,-1.704,-1.704
56.761,-1.715,-1.715
57.225,-1.6,-1.6
57.309,-4.114,-4.114
56.478,30.928,30.928
58.319,0.557,0.557
58.713,2.339,2.339
59.014,2.674,2.674
59.307,-3.3,-3.3
59.634,-1.911,-1.911
59.937,-1.462,-1.462
60.283,-2.28,-2.28
60.744,-2.491,-2.491
61.058,-2.069,-2.069
61.39,-2.203,-2.203
