current,voltage,Electric_field_strength
-0.027,-5.828,-5.828
-0.027,-5.871,-5.871
-0.027,-5.87,-5.87
-0.027,-5.905,-5.905
-0.027,-5.917,-5.917
-0.027,-5.881,-5.881
-0.027,-5.864,-5.864
-0.027,-5.881,-5.881
-0.027,-5.896,-5.896
-0.027,-5.878,-5.878
-0.027,-5.888,-5.888
-0.027,-5.901,-5.901
-0.027,-5.921,-5.921
-0.027,-5.89,-5.89
-0.026,-5.872,-5.872
-0.027,-5.866,-5.866
0.801,-2.706,-2.706
1.367,-3.055,-3.055
1.814,-3.47,-3.47
2.247,-3.816,-3.816
2.67,-3.627,-3.627
3.258,-3.785,-3.785
3.66,-3.576,-3.576
4.054,-3.629,-3.629
4.445,-3.514,-3.514
4.828,-3.849,-3.849
5.364,-3.717,-3.717
5.738,-3.981,-3.981
6.105,-3.883,-3.883
6.47,-3.649,-3.649
6.832,-3.862,-3.862
7.343,-3.664,-3.664
7.698,-3.855,-3.855
8.05,-3.826,-3.826
8.4,-3.627,-3.627
8.75,-4.012,-4.012
9.245,-3.93,-3.93
9.59,-4.228,-4.228
9.933,-3.942,-3.942
10.275,-3.977,-3.977
10.617,-3.76,-3.76
11.104,-4.036,-4.036
11.441,-4.004,-4.004
11.781,-3.952,-3.952
12.118,-4.032,-4.032
12.456,-4.064,-4.064
12.935,-4.079,-4.079
13.273,-3.993,-3.993
13.606,-4.009,-4.009
13.941,-4.149,-4.149
14.277,-4.214,-4.214
14.754,-3.969,-3.969
15.088,-3.893,-3.893
15.422,-4.002,-4.002
15.756,-4.057,-4.057
16.091,-3.69,-3.69
16.564,-3.916,-3.916
16.899,-4.052,-4.052
17.23,-3.997,-3.997
17.563,-3.922,-3.922
17.895,-3.888,-3.888
18.371,-3.75,-3.75
18.702,-3.872,-3.872
19.034,-3.907,-3.907
19.367,-3.928,-3.928
19.698,-3.983,-3.983
20.173,-3.929,-3.929
20.504,-3.918,-3.918
20.836,-3.905,-3.905
21.166,-3.908,-3.908
21.499,-3.453,-3.453
21.974,-3.821,-3.821
22.304,-3.836,-3.836
22.635,-3.86,-3.86
22.967,-3.828,-3.828
23.297,-3.895,-3.895
23.772,-3.854,-3.854
24.103,-3.814,-3.814
24.433,-3.902,-3.902
24.765,-3.671,-3.671
25.096,-3.902,-3.902
25.571,-3.595,-3.595
25.902,-3.783,-3.783
26.233,-3.821,-3.821
26.565,-3.712,-3.712
26.895,-3.849,-3.849
27.369,-3.928,-3.928
27.699,-3.819,-3.819
28.028,-3.625,-3.625
28.359,-3.767,-3.767
28.692,-3.669,-3.669
29.164,-3.731,-3.731
29.494,-3.86,-3.86
29.826,-3.747,-3.747
30.156,-3.578,-3.578
30.487,-3.676,-3.676
30.958,-3.64,-3.64
31.29,-3.613,-3.613
31.621,-3.575,-3.575
31.952,-3.636,-3.636
32.279,-3.572,-3.572
32.753,-3.825,-3.825
33.082,-3.694,-3.694
33.413,-2.9,-2.9
33.745,-3.711,-3.711
34.075,-3.686,-3.686
34.548,-3.569,-3.569
34.876,-3.781,-3.781
35.206,-3.664,-3.664
35.536,-3.64,-3.64
35.867,-3.575,-3.575
36.339,-3.758,-3.758
36.666,-4.262,-4.262
36.997,-4.496,-4.496
37.327,-4.613,-4.613
37.657,-4.737,-4.737
38.128,-4.734,-4.734
38.461,-4.721,-4.721
38.789,-4.822,-4.822
39.116,-4.705,-4.705
39.448,-4.891,-4.891
39.918,-4.972,-4.972
40.248,-4.961,-4.961
40.578,-4.972,-4.972
40.909,-4.883,-4.883
41.24,-4.875,-4.875
41.71,-4.849,-4.849
42.042,-4.854,-4.854
42.368,-4.968,-4.968
42.698,-4.963,-4.963
43.025,-4.929,-4.929
43.495,-4.806,-4.806
43.824,-4.879,-4.879
44.153,-4.819,-4.819
44.483,-4.927,-4.927
44.814,-4.957,-4.957
45.283,-4.921,-4.921
45.611,-4.956,-4.956
45.941,-4.947,-4.947
46.268,-4.966,-4.966
46.595,-4.941,-4.941
47.063,-4.911,-4.911
47.393,-4.983,-4.983
47.719,-5.002,-5.002
48.045,-4.956,-4.956
48.376,-4.861,-4.861
48.845,-4.897,-4.897
49.172,-4.904,-4.904
49.5,-4.905,-4.905
49.828,-4.912,-4.912
50.153,-4.899,-4.899
50.621,-4.868,-4.868
50.949,-4.793,-4.793
51.273,-4.867,-4.867
51.602,-4.92,-4.92
51.93,-4.96,-4.96
52.394,-5.01,-5.01
52.724,-4.955,-4.955
53.052,-4.943,-4.943
53.377,-4.904,-4.904
53.702,-4.937,-4.937
54.168,-4.899,-4.899
54.494,-4.917,-4.917
54.816,-5.033,-5.033
55.143,-4.928,-4.928
55.468,-4.909,-4.909
55.934,-4.844,-4.844
56.259,-4.912,-4.912
56.586,-4.941,-4.941
56.913,-4.923,-4.923
57.236,-4.86,-4.86
57.701,-4.962,-4.962
58.024,-4.934,-4.934
58.348,-4.977,-4.977
58.671,-4.946,-4.946
58.995,-4.879,-4.879
59.457,-4.909,-4.909
59.782,-4.859,-4.859
60.109,-4.943,-4.943
60.434,-4.847,-4.847
60.755,-4.904,-4.904
61.219,-4.806,-4.806
61.542,-4.865,-4.865
61.864,-4.911,-4.911
62.188,-4.922,-4.922
62.509,-4.933,-4.933
62.972,-4.826,-4.826
63.293,-4.847,-4.847
63.618,-4.473,-4.473
63.944,-4.901,-4.901
64.267,-4.844,-4.844
64.726,-4.862,-4.862
65.051,-4.881,-4.881
65.371,-4.886,-4.886
65.694,-4.951,-4.951
66.013,-4.804,-4.804
66.475,-4.897,-4.897
66.798,-4.944,-4.944
67.12,-4.92,-4.92
67.444,-4.901,-4.901
67.766,-4.916,-4.916
68.229,-4.823,-4.823
68.549,-4.878,-4.878
68.871,-4.925,-4.925
69.192,-4.901,-4.901
69.514,-4.917,-4.917
69.975,-4.893,-4.893
70.297,-4.902,-4.902
70.618,-4.869,-4.869
70.941,-4.866,-4.866
71.261,-4.868,-4.868
71.721,-4.93,-4.93
72.043,-4.948,-4.948
72.366,-4.937,-4.937
72.686,-5.164,-5.164
73.008,-5.348,-5.348
73.468,-5.46,-5.46
73.787,-5.477,-5.477
74.108,-5.438,-5.438
74.429,-5.422,-5.422
74.752,-5.365,-5.365
75.209,-5.534,-5.534
75.529,-5.488,-5.488
75.853,-5.553,-5.553
76.173,-5.685,-5.685
76.495,-5.528,-5.528
76.954,-5.58,-5.58
77.275,-5.551,-5.551
77.594,-5.535,-5.535
77.918,-5.56,-5.56
78.239,-5.554,-5.554
78.695,-5.557,-5.557
79.016,-5.646,-5.646
79.339,-5.557,-5.557
79.66,-5.556,-5.556
79.979,-5.447,-5.447
80.438,-5.601,-5.601
80.757,-5.482,-5.482
81.078,-5.599,-5.599
81.397,-5.449,-5.449
81.719,-5.601,-5.601
82.178,-5.49,-5.49
82.5,-5.432,-5.432
82.82,-5.675,-5.675
83.139,-5.5,-5.5
83.457,-5.434,-5.434
83.917,-5.417,-5.417
84.239,-5.519,-5.519
84.557,-5.482,-5.482
84.876,-5.63,-5.63
85.197,-5.587,-5.587
85.654,-5.474,-5.474
85.974,-5.474,-5.474
86.295,-5.41,-5.41
86.614,-5.709,-5.709
86.935,-5.819,-5.819
87.391,-5.658,-5.658
87.712,-5.375,-5.375
88.032,-5.614,-5.614
88.354,-5.3,-5.3
88.674,-5.656,-5.656
89.133,-5.649,-5.649
89.451,-5.67,-5.67
89.77,-5.707,-5.707
90.092,-5.495,-5.495
90.413,-5.636,-5.636
90.871,-5.399,-5.399
91.19,-5.687,-5.687
91.509,-5.685,-5.685
91.828,-5.539,-5.539
92.149,-5.701,-5.701
92.604,-5.675,-5.675
92.926,-5.663,-5.663
93.245,-5.408,-5.408
93.568,-5.396,-5.396
93.887,-5.684,-5.684
94.341,-5.595,-5.595
94.663,-5.653,-5.653
94.984,-5.738,-5.738
95.302,-5.591,-5.591
95.622,-5.562,-5.562
96.079,-5.461,-5.461
96.401,-5.669,-5.669
96.718,-5.708,-5.708
97.037,-5.508,-5.508
97.356,-5.628,-5.628
97.813,-5.672,-5.672
98.133,-5.749,-5.749
98.454,-5.693,-5.693
98.772,-5.779,-5.779
99.091,-5.63,-5.63
99.546,-5.427,-5.427
99.868,-5.363,-5.363
100.185,-5.698,-5.698
100.502,-5.679,-5.679
100.823,-5.7,-5.7
101.279,-5.617,-5.617
101.6,-5.422,-5.422
101.923,-5.693,-5.693
102.237,-5.666,-5.666
102.557,-5.679,-5.679
103.016,-5.468,-5.468
103.336,-5.729,-5.729
103.653,-5.668,-5.668
103.972,-5.518,-5.518
104.294,-5.623,-5.623
104.748,-5.664,-5.664
105.067,-5.398,-5.398
105.387,-5.676,-5.676
105.709,-5.696,-5.696
106.025,-5.729,-5.729
106.484,-5.631,-5.631
106.807,-5.723,-5.723
107.124,-5.668,-5.668
107.442,-5.626,-5.626
107.76,-5.688,-5.688
108.216,-5.604,-5.604
108.536,-5.607,-5.607
108.857,-5.468,-5.468
109.177,-5.733,-5.733
109.493,-5.614,-5.614
109.948,-5.633,-5.633
110.267,-5.651,-5.651
110.588,-5.499,-5.499
110.913,-5.563,-5.563
111.228,-5.585,-5.585
111.685,-5.559,-5.559
112.002,-5.534,-5.534
112.325,-5.552,-5.552
112.639,-5.615,-5.615
112.96,-5.576,-5.576
113.415,-5.545,-5.545
113.735,-5.58,-5.58
114.053,-5.289,-5.289
114.369,-5.607,-5.607
114.688,-5.566,-5.566
115.149,-5.662,-5.662
115.466,-5.568,-5.568
115.784,-5.562,-5.562
116.103,-5.554,-5.554
116.424,-5.496,-5.496
116.88,-5.538,-5.538
117.197,-5.542,-5.542
117.517,-5.502,-5.502
117.831,-5.55,-5.55
118.154,-5.569,-5.569
118.609,-5.507,-5.507
118.926,-5.514,-5.514
119.248,-5.515,-5.515
119.567,-5.53,-5.53
