Current	VoltageA (50mV/1000A)	uV-0.028	1.684
-0.028	1.694
-0.028	1.660
-0.028	1.683
-0.028	1.649
-0.028	1.671
-0.028	1.699
-0.028	1.694
-0.028	1.661
-0.028	1.671
-0.027	1.664
-0.028	1.671
-0.028	1.682
-0.028	1.650
-0.028	1.680
-0.028	1.664
-0.028	1.679
-0.028	1.670
-0.028	1.677
-0.028	1.679
-0.028	1.647
-0.028	1.655
-0.028	1.666
-0.028	1.662
-0.028	1.663
-0.028	1.671
-0.028	1.651
0.072	5.566
0.499	3.590
0.690	3.185
0.875	3.127
1.053	2.985
1.294	2.941
1.451	2.975
1.607	2.922
1.756	2.860
1.900	2.856
2.100	2.697
2.235	2.810
2.366	2.718
2.494	2.765
2.622	2.733
2.797	2.669
2.918	2.767
3.040	2.632
3.155	2.609
3.270	2.613
3.434	2.549
3.547	2.717
3.662	2.591
3.774	2.603
3.884	2.531
4.040	2.498
4.147	2.524
4.256	2.439
4.363	2.431
4.470	2.464
4.623	2.428
4.728	2.435
4.833	2.450
4.939	2.377
5.042	2.467
5.209	2.394
5.312	2.357
5.415	2.356
5.519	2.357
5.623	2.232
5.779	2.380
5.889	2.362
5.991	2.288
6.096	2.299
6.197	2.208
6.346	2.358
6.457	2.282
6.569	2.283
6.670	2.342
6.774	2.371
6.920	2.400
7.022	2.336
7.125	2.334
7.227	2.366
7.329	2.315
7.475	2.307
7.578	2.362
7.682	2.326
7.784	2.361
7.885	2.365
8.032	2.270
8.144	2.342
8.254	2.394
8.355	2.394
8.458	2.215
8.603	2.279
8.713	2.311
8.824	2.375
8.924	2.370
9.035	2.325
9.188	2.403
9.291	2.330
9.394	2.334
9.497	2.478
9.598	2.396
9.744	2.433
9.846	2.358
9.949	2.379
10.050	2.252
10.151	2.300
10.299	2.283
10.398	2.316
10.503	2.332
10.604	2.290
10.708	2.303
10.853	2.336
10.955	2.360
11.057	2.323
11.158	2.372
11.261	2.244
11.408	2.351
11.508	2.362
11.614	2.363
11.715	2.389
11.816	2.359
11.962	2.441
12.065	2.435
12.166	2.542
12.270	2.543
12.373	2.426
12.517	2.482
12.620	2.410
12.722	2.560
12.825	2.462
12.925	2.521
13.072	2.525
13.173	2.514
13.276	2.556
13.379	2.540
13.480	2.535
13.625	2.667
13.727	2.698
13.828	2.689
13.933	2.696
14.034	2.637
14.182	2.809
14.284	2.710
14.386	2.786
14.487	2.774
14.589	2.710
14.735	2.765
14.836	2.929
14.940	2.751
15.042	2.852
15.150	2.853
15.305	3.094
15.404	2.749
15.508	3.183
15.611	2.993
15.714	2.955
15.860	2.955
15.962	2.993
16.065	2.999
16.166	2.984
16.267	3.077
16.415	3.219
16.513	3.011
16.620	3.114
16.721	3.075
16.823	3.132
16.970	3.055
17.070	3.953
17.173	3.145
17.283	3.110
17.394	3.065
17.538	3.117
17.639	3.192
17.742	3.208
17.844	3.241
17.947	3.327
18.094	3.367
18.195	3.237
18.298	3.266
18.398	3.198
18.502	3.761
18.648	3.392
18.747	3.442
18.851	3.371
18.953	3.677
19.057	3.395
19.201	4.841
19.302	3.368
19.404	3.487
19.507	3.423
19.609	3.563
19.755	3.648
19.856	3.645
19.959	3.970
20.061	3.577
20.156	3.766
20.310	4.043
20.412	3.781
20.514	4.026
20.615	3.893
20.719	3.964
20.863	3.787
20.965	4.023
21.066	4.404
21.162	4.468
21.271	4.615
21.417	4.834
21.517	4.914
21.622	5.030
21.724	5.594
21.825	5.940
21.971	6.274
22.074	6.940
22.159	7.960
22.271	8.383
22.388	8.844
22.540	9.709
22.627	13.062
22.736	10.744
22.844	11.947
22.948	12.657
23.095	13.813
23.196	15.657
23.297	17.172
23.400	18.737
