current,voltage,Electric_field_strength
-0.028,-3.934,-3.934
-0.028,-3.938,-3.938
-0.029,-3.937,-3.937
-0.028,-3.946,-3.946
-0.028,-3.939,-3.939
-0.028,-3.932,-3.932
-0.029,-3.918,-3.918
-0.028,-3.909,-3.909
-0.029,-3.916,-3.916
-0.028,-3.934,-3.934
-0.028,-3.964,-3.964
-0.029,-3.951,-3.951
-0.028,-3.955,-3.955
-0.028,-3.934,-3.934
-0.029,-3.933,-3.933
-0.029,-3.923,-3.923
-0.028,-3.944,-3.944
-0.029,-3.919,-3.919
-0.029,-3.973,-3.973
-0.028,-3.915,-3.915
-0.028,-3.936,-3.936
-0.028,-3.941,-3.941
-0.029,-3.94,-3.94
-0.029,-3.93,-3.93
-0.029,-3.947,-3.947
-0.029,2.563,2.563
-0.014,5.897,5.897
0.328,-0.212,-0.212
0.597,-0.43,-0.43
0.868,-0.753,-0.753
1.053,-1.011,-1.011
1.216,-0.735,-0.735
1.373,-1.509,-1.509
1.528,-1.36,-1.36
1.746,-2.345,-2.345
1.907,-2.199,-2.199
2.051,-1.821,-1.821
2.186,-2.167,-2.167
2.317,-2.314,-2.314
2.495,-2.396,-2.396
2.621,-2.641,-2.641
2.742,-2.361,-2.361
2.862,-2.414,-2.414
2.977,-2.424,-2.424
3.154,-2.678,-2.678
3.276,-2.658,-2.658
3.39,-2.604,-2.604
3.502,-2.61,-2.61
3.614,-2.818,-2.818
3.773,-3.027,-3.027
3.879,-2.149,-2.149
3.989,-2.729,-2.729
4.097,-2.804,-2.804
4.205,-2.803,-2.803
4.357,-2.823,-2.823
4.464,-3.043,-3.043
4.578,-2.764,-2.764
4.689,-2.984,-2.984
4.796,-2.794,-2.794
4.945,-2.971,-2.971
5.049,-3.027,-3.027
5.156,-3.037,-3.037
5.261,-2.979,-2.979
5.364,-2.966,-2.966
5.511,-2.994,-2.994
5.613,-3.324,-3.324
5.719,-2.861,-2.861
5.829,-3.066,-3.066
5.939,-2.982,-2.982
6.088,-3.176,-3.176
6.192,-1.702,-1.702
6.3,-2.999,-2.999
6.412,-3.26,-3.26
6.516,-3.142,-3.142
6.662,-3.21,-3.21
6.77,-3.313,-3.313
6.884,-2.615,-2.615
6.985,-3.303,-3.303
7.087,-3.297,-3.297
7.233,-3.176,-3.176
7.337,-3.323,-3.323
7.44,-3.26,-3.26
7.543,-3.426,-3.426
7.643,-3.374,-3.374
7.792,-3.371,-3.371
7.892,-3.31,-3.31
7.997,-3.195,-3.195
8.098,-3.399,-3.399
8.201,-3.296,-3.296
8.345,-3.268,-3.268
8.451,-3.308,-3.308
8.552,-3.248,-3.248
8.66,-3.308,-3.308
8.769,-3.29,-3.29
8.916,-3.458,-3.458
9.02,-3.423,-3.423
9.123,-3.438,-3.438
9.226,-3.663,-3.663
9.329,-3.505,-3.505
9.48,-3.478,-3.478
9.588,-3.379,-3.379
9.693,-3.223,-3.223
9.796,-3.401,-3.401
9.896,-3.415,-3.415
10.057,-3.477,-3.477
10.16,-3.446,-3.446
10.269,-3.426,-3.426
10.379,-3.522,-3.522
10.48,-3.468,-3.468
10.626,-3.439,-3.439
10.728,-3.481,-3.481
10.831,-3.348,-3.348
10.934,-3.528,-3.528
11.035,-3.352,-3.352
11.183,-3.426,-3.426
11.284,-3.328,-3.328
11.387,-3.468,-3.468
11.49,-3.53,-3.53
11.593,-3.522,-3.522
11.736,-3.508,-3.508
11.839,-3.526,-3.526
11.942,-3.511,-3.511
12.044,-3.553,-3.553
12.148,-3.553,-3.553
12.293,-3.519,-3.519
12.395,-3.527,-3.527
12.498,-3.526,-3.526
12.601,-3.587,-3.587
12.703,-3.577,-3.577
12.855,-3.584,-3.584
12.966,-3.497,-3.497
13.076,-3.59,-3.59
13.186,-3.558,-3.558
13.286,-3.574,-3.574
13.433,-3.536,-3.536
13.536,-3.546,-3.546
13.639,-3.535,-3.535
13.741,-3.498,-3.498
13.843,-3.502,-3.502
13.989,-3.501,-3.501
14.09,-3.509,-3.509
14.192,-3.461,-3.461
14.297,-3.409,-3.409
14.398,-3.386,-3.386
14.544,-3.286,-3.286
14.647,-3.18,-3.18
14.747,-3.163,-3.163
14.851,-3.07,-3.07
14.951,-3.001,-3.001
15.1,-2.86,-2.86
15.202,-2.702,-2.702
15.31,-2.522,-2.522
15.419,-2.361,-2.361
15.523,-2.207,-2.207
15.669,-2.08,-2.08
15.77,-1.815,-1.815
15.871,-1.532,-1.532
15.983,-1.207,-1.207
16.093,-0.928,-0.928
16.237,-0.571,-0.571
16.339,-0.322,-0.322
16.442,0.122,0.122
16.545,0.715,0.715
16.647,1.237,1.237
16.792,1.756,1.756
16.895,2.407,2.407
16.996,3.135,3.135
17.1,4.211,4.211
17.202,5.159,5.159
17.348,6.136,6.136
17.457,7.214,7.214
17.567,8.401,8.401
17.669,10.44,10.44
