current,voltage,Electric_field_strength
-0.027,-3.022,-3.022
-0.027,-3.039,-3.039
-0.027,-3.028,-3.028
-0.027,-3.051,-3.051
-0.027,-3.026,-3.026
-0.027,-3.025,-3.025
-0.027,-3.027,-3.027
-0.027,-3.018,-3.018
-0.027,-3.019,-3.019
-0.027,-3.042,-3.042
-0.027,-3.032,-3.032
-0.027,-3.028,-3.028
-0.027,-3.053,-3.053
-0.027,-3.035,-3.035
-0.027,-3.02,-3.02
-0.027,-3.029,-3.029
-0.027,-3.024,-3.024
-0.027,-3.016,-3.016
-0.027,-3.03,-3.03
-0.027,-3.032,-3.032
-0.027,-3.028,-3.028
-0.027,-3.035,-3.035
0.355,8.068,8.068
1.207,0.646,0.646
1.656,0.554,0.554
2.092,0.55,0.55
2.519,0.354,0.354
3.111,-0.075,-0.075
3.516,-0.392,-0.392
3.914,-0.596,-0.596
4.305,-0.825,-0.825
4.69,-1.063,-1.063
5.229,-1.22,-1.22
5.601,-1.182,-1.182
5.972,-1.344,-1.344
6.336,-1.298,-1.298
6.699,-1.442,-1.442
7.213,-1.621,-1.621
7.568,-1.469,-1.469
7.921,-1.625,-1.625
8.273,-1.701,-1.701
8.622,-1.817,-1.817
9.118,-2.1,-2.1
9.462,-2.102,-2.102
9.806,-2.094,-2.094
10.149,-2.218,-2.218
10.491,-2.138,-2.138
10.975,-2.001,-2.001
11.314,-2.248,-2.248
11.653,-2.275,-2.275
11.991,-2.29,-2.29
12.327,-2.391,-2.391
12.81,-2.376,-2.376
13.145,-2.463,-2.463
13.48,-2.399,-2.399
13.814,-2.394,-2.394
14.149,-2.408,-2.408
14.625,-2.449,-2.449
14.959,-2.599,-2.599
15.292,-2.587,-2.587
15.627,-2.57,-2.57
15.959,-2.495,-2.495
16.437,-2.491,-2.491
16.768,-2.497,-2.497
17.101,-2.543,-2.543
17.433,-2.571,-2.571
17.765,-2.605,-2.605
18.242,-2.644,-2.644
18.573,-2.733,-2.733
18.904,-2.623,-2.623
19.235,-2.742,-2.742
19.568,-2.736,-2.736
20.043,-2.845,-2.845
20.374,-2.828,-2.828
20.705,-2.814,-2.814
21.037,-2.842,-2.842
21.37,-2.834,-2.834
21.842,-2.915,-2.915
22.174,-2.83,-2.83
22.505,-3.076,-3.076
22.837,-2.825,-2.825
23.168,-2.822,-2.822
23.64,-2.72,-2.72
23.972,-2.801,-2.801
24.303,-2.805,-2.805
24.634,-2.83,-2.83
24.964,-2.65,-2.65
25.438,-2.861,-2.861
25.768,-2.673,-2.673
26.098,-2.829,-2.829
26.43,-2.845,-2.845
26.761,-2.802,-2.802
27.232,-2.81,-2.81
27.565,-2.806,-2.806
27.896,-2.857,-2.857
28.226,-2.81,-2.81
28.556,-2.876,-2.876
29.029,-2.813,-2.813
29.357,-2.839,-2.839
29.691,-2.809,-2.809
30.02,-2.867,-2.867
30.352,-2.851,-2.851
30.824,-2.833,-2.833
31.155,-2.792,-2.792
31.485,-2.824,-2.824
31.817,-2.846,-2.846
32.145,-2.756,-2.756
32.617,-2.759,-2.759
32.949,-2.781,-2.781
33.277,-2.846,-2.846
33.608,-2.865,-2.865
33.938,-2.897,-2.897
34.409,-2.802,-2.802
34.741,-2.811,-2.811
35.07,-2.772,-2.772
35.399,-2.8,-2.8
35.731,-2.823,-2.823
36.201,-2.74,-2.74
36.532,-2.796,-2.796
36.862,-2.876,-2.876
37.191,-2.512,-2.512
37.518,-2.802,-2.802
37.99,-2.825,-2.825
38.322,-2.811,-2.811
38.65,-2.596,-2.596
38.982,-2.765,-2.765
39.31,-2.806,-2.806
39.782,-2.552,-2.552
40.111,-2.773,-2.773
40.442,-2.783,-2.783
40.769,-2.775,-2.775
41.099,-2.817,-2.817
41.571,-2.814,-2.814
41.9,-2.768,-2.768
42.23,-2.814,-2.814
42.56,-2.777,-2.777
42.889,-2.798,-2.798
43.359,-2.803,-2.803
43.686,-2.783,-2.783
44.016,-2.834,-2.834
44.343,-2.774,-2.774
44.67,-2.681,-2.681
45.144,-2.696,-2.696
45.472,-2.786,-2.786
45.798,-2.788,-2.788
46.129,-2.812,-2.812
