current,voltage,Electric_field_strength
24.595,-2.81,-2.81
25.068,-2.811,-2.811
25.399,-2.73,-2.73
25.729,-2.815,-2.815
26.062,-2.799,-2.799
26.39,-2.781,-2.781
26.865,-2.849,-2.849
27.195,-2.738,-2.738
27.525,-2.788,-2.788
27.881,-2.8,-2.8
28.234,-2.741,-2.741
28.707,-2.777,-2.777
29.038,-2.797,-2.797
29.369,-2.781,-2.781
29.701,-2.825,-2.825
30.029,-3.012,-3.012
30.502,-2.764,-2.764
30.835,-2.841,-2.841
31.164,-2.783,-2.783
31.493,-2.931,-2.931
31.825,-2.819,-2.819
32.297,-2.599,-2.599
32.626,-2.799,-2.799
32.957,-3.068,-3.068
33.288,-2.81,-2.81
33.618,-2.772,-2.772
34.09,-2.765,-2.765
34.42,-2.733,-2.733
34.749,-2.798,-2.798
35.079,-2.745,-2.745
35.409,-2.701,-2.701
35.879,-2.762,-2.762
36.21,-2.917,-2.917
36.54,-2.701,-2.701
36.869,-2.795,-2.795
37.201,-2.774,-2.774
37.673,-2.791,-2.791
38.004,-2.725,-2.725
38.333,-2.809,-2.809
38.663,-2.748,-2.748
38.991,-2.933,-2.933
39.463,-2.668,-2.668
39.791,-2.724,-2.724
40.123,-2.83,-2.83
40.426,-2.78,-2.78
40.758,-2.684,-2.684
41.253,-2.648,-2.648
41.581,-2.712,-2.712
42.239,-2.924,-2.924
42.57,-2.706,-2.706
43.04,-2.582,-2.582
43.367,-2.625,-2.625
43.696,-2.65,-2.65
44.025,-2.588,-2.588
44.354,-2.496,-2.496
44.826,-2.532,-2.532
45.154,-2.577,-2.577
45.484,-2.831,-2.831
45.811,-2.535,-2.535
46.138,-2.019,-2.019
46.608,-2.409,-2.409
46.937,-2.58,-2.58
47.269,-2.511,-2.511
47.599,-2.546,-2.546
47.928,-2.488,-2.488
48.418,-2.37,-2.37
48.792,-2.392,-2.392
49.168,-2.442,-2.442
49.518,-2.317,-2.317
49.844,-2.405,-2.405
50.31,-2.377,-2.377
50.639,-2.382,-2.382
50.963,-2.39,-2.39
51.288,-2.435,-2.435
51.615,-2.218,-2.218
52.086,-2.223,-2.223
52.434,-2.185,-2.185
52.784,-2.246,-2.246
53.111,-2.161,-2.161
53.438,-2.276,-2.276
53.903,-1.977,-1.977
54.228,-2.118,-2.118
54.578,-2.029,-2.029
54.926,-2.025,-2.025
55.251,-2.023,-2.023
55.717,-2.008,-2.008
56.044,-1.942,-1.942
56.392,-1.975,-1.975
56.738,-1.981,-1.981
57.063,-1.803,-1.803
57.527,-1.656,-1.656
57.85,-1.494,-1.494
58.198,-1.186,-1.186
58.547,-0.672,-0.672
58.87,-0.351,-0.351
59.332,-0.119,-0.119
59.658,0.752,0.752
59.983,1.502,1.502
60.309,2.796,2.796
60.632,3.789,3.789
61.092,5.319,5.319
61.413,7.036,7.036
61.738,9.257,9.257
62.06,13.049,13.049
62.383,16.26,16.26
62.843,19.727,19.727
63.169,24.261,24.261
63.515,30.015,30.015
63.863,40.136,40.136
64.207,46.931,46.931
64.692,55.618,55.618
65.037,66.79,66.79
65.383,78.306,78.306
65.706,98.163,98.163
66.028,125.273,125.273
66.488,139.312,139.312
66.812,155.803,155.803
67.133,179.793,179.793
67.454,197.578,197.578
67.778,210.569,210.569
68.236,230.0,230.0
68.558,248.716,248.716
