current,voltage,Electric_field_strength
-0.028,-3.356,-3.356
-0.028,-3.359,-3.359
-0.028,-3.375,-3.375
-0.028,-3.382,-3.382
-0.028,-3.366,-3.366
-0.028,-3.371,-3.371
-0.028,-3.351,-3.351
-0.028,-3.352,-3.352
-0.028,-3.366,-3.366
-0.029,-3.357,-3.357
-0.028,-3.348,-3.348
-0.028,-3.391,-3.391
-0.028,-3.367,-3.367
-0.028,-3.353,-3.353
-0.028,-3.385,-3.385
-0.028,-3.375,-3.375
-0.028,-3.398,-3.398
-0.028,-3.359,-3.359
-0.028,-3.367,-3.367
-0.028,-3.388,-3.388
-0.028,-3.419,-3.419
-0.028,-3.379,-3.379
-0.028,-3.361,-3.361
-0.028,-3.365,-3.365
-0.028,-3.365,-3.365
-0.028,-1.424,-1.424
0.08,3.84,3.84
0.506,0.118,0.118
0.778,0.043,0.043
0.96,-0.187,-0.187
1.131,-0.111,-0.111
1.298,-0.92,-0.92
1.458,-0.935,-0.935
1.675,-1.182,-1.182
1.821,-1.317,-1.317
1.963,-1.352,-1.352
2.1,-1.833,-1.833
2.235,-1.677,-1.677
2.423,-1.898,-1.898
2.55,-1.881,-1.881
2.674,-2.135,-2.135
2.797,-2.023,-2.023
2.917,-2.104,-2.104
3.086,-1.972,-1.972
3.205,-2.244,-2.244
3.321,-2.343,-2.343
3.434,-2.255,-2.255
3.547,-2.254,-2.254
3.706,-2.201,-2.201
3.818,-2.344,-2.344
3.926,-2.098,-2.098
4.037,-2.271,-2.271
4.145,-2.397,-2.397
4.297,-2.307,-2.307
4.405,-2.456,-2.456
4.513,-2.391,-2.391
4.617,-2.476,-2.476
4.724,-2.559,-2.559
4.875,-2.51,-2.51
4.981,-2.564,-2.564
5.084,-2.353,-2.353
5.19,-2.559,-2.559
5.294,-2.596,-2.596
5.441,-2.684,-2.684
5.547,-2.702,-2.702
5.648,-2.637,-2.637
5.752,-2.687,-2.687
5.858,-2.634,-2.634
6.005,-2.618,-2.618
6.107,-2.619,-2.619
6.211,-2.784,-2.784
6.314,-2.808,-2.808
6.417,-2.645,-2.645
6.565,-2.882,-2.882
6.666,-2.617,-2.617
6.769,-2.887,-2.887
6.872,-2.745,-2.745
6.975,-2.881,-2.881
7.122,-2.906,-2.906
7.223,-2.808,-2.808
7.325,-2.797,-2.797
7.427,-2.878,-2.878
7.531,-2.856,-2.856
7.677,-2.756,-2.756
7.779,-2.864,-2.864
7.882,-2.785,-2.785
7.984,-2.922,-2.922
8.088,-2.906,-2.906
8.232,-2.794,-2.794
8.334,-2.995,-2.995
8.437,-2.873,-2.873
8.539,-2.905,-2.905
8.643,-2.9,-2.9
8.789,-3.044,-3.044
8.892,-2.946,-2.946
8.994,-2.979,-2.979
9.096,-2.798,-2.798
9.198,-2.84,-2.84
9.343,-3.081,-3.081
9.446,-2.806,-2.806
9.55,-2.989,-2.989
9.65,-2.979,-2.979
9.754,-2.888,-2.888
9.901,-2.929,-2.929
10.002,-2.982,-2.982
10.102,-2.897,-2.897
10.208,-2.845,-2.845
10.307,-2.947,-2.947
10.454,-2.904,-2.904
10.555,-2.998,-2.998
10.658,-3.093,-3.093
10.759,-2.915,-2.915
10.863,-2.468,-2.468
11.009,-3.034,-3.034
11.111,-3.032,-3.032
11.214,-2.918,-2.918
11.315,-2.994,-2.994
11.418,-3.021,-3.021
11.565,-2.947,-2.947
11.667,-2.93,-2.93
11.77,-2.958,-2.958
11.872,-2.993,-2.993
11.974,-3.042,-3.042
12.119,-3.021,-3.021
12.221,-3.029,-3.029
12.323,-3.024,-3.024
12.424,-2.919,-2.919
12.53,-3.073,-3.073
12.675,-3.172,-3.172
12.775,-3.072,-3.072
12.878,-3.035,-3.035
12.981,-3.028,-3.028
13.084,-3.069,-3.069
13.231,-3.107,-3.107
13.332,-3.065,-3.065
13.435,-3.118,-3.118
13.535,-3.141,-3.141
13.639,-3.126,-3.126
13.786,-3.126,-3.126
13.888,-3.108,-3.108
13.987,-3.202,-3.202
14.089,-3.118,-3.118
14.193,-3.237,-3.237
14.339,-3.244,-3.244
14.442,-3.189,-3.189
14.544,-3.092,-3.092
14.645,-3.175,-3.175
14.747,-3.23,-3.23
14.893,-3.243,-3.243
14.995,-3.305,-3.305
15.097,-3.218,-3.218
15.197,-3.188,-3.188
15.302,-3.215,-3.215
15.449,-3.218,-3.218
15.552,-3.195,-3.195
15.652,-3.203,-3.203
15.754,-3.24,-3.24
15.857,-3.249,-3.249
16.003,-3.196,-3.196
16.102,-3.176,-3.176
16.208,-3.186,-3.186
16.308,-3.201,-3.201
16.415,-3.21,-3.21
16.558,-3.201,-3.201
16.659,-3.229,-3.229
16.763,-3.271,-3.271
16.865,-3.23,-3.23
16.967,-3.186,-3.186
