current,voltage,Electric_field_strength
-0.027,-3.158,-3.158
-0.027,-3.195,-3.195
-0.027,-3.165,-3.165
-0.027,-3.166,-3.166
-0.027,-3.193,-3.193
-0.027,-3.197,-3.197
-0.027,-3.178,-3.178
-0.027,-3.181,-3.181
-0.027,-3.162,-3.162
-0.027,-3.17,-3.17
-0.027,-3.156,-3.156
-0.027,-3.143,-3.143
-0.027,-3.155,-3.155
-0.027,-3.179,-3.179
-0.027,-3.176,-3.176
-0.027,-3.211,-3.211
-0.027,-3.19,-3.19
-0.027,-3.175,-3.175
-0.027,-3.199,-3.199
-0.027,-3.167,-3.167
-0.027,-3.173,-3.173
-0.027,-3.166,-3.166
-0.027,-3.198,-3.198
-0.027,-3.199,-3.199
-0.027,-3.18,-3.18
-0.027,-3.188,-3.188
-0.027,-3.165,-3.165
-0.027,-3.157,-3.157
-0.027,-3.169,-3.169
-0.027,-3.171,-3.171
-0.027,-3.186,-3.186
-0.027,-3.192,-3.192
-0.027,-3.191,-3.191
-0.027,-3.182,-3.182
-0.027,-3.163,-3.163
-0.027,-3.153,-3.153
0.069,1.72,1.72
0.489,4.078,4.078
0.682,-0.551,-0.551
0.869,-0.501,-0.501
1.132,-0.512,-0.512
1.31,-0.659,-0.659
1.47,-0.783,-0.783
1.621,-1.004,-1.004
1.771,-1.18,-1.18
1.976,-1.226,-1.226
2.114,-1.653,-1.653
2.247,-1.782,-1.782
2.383,-1.584,-1.584
2.512,-1.895,-1.895
2.691,-1.885,-1.885
2.814,-1.964,-1.964
2.935,-2.021,-2.021
3.052,-1.96,-1.96
3.172,-2.247,-2.247
3.334,-2.231,-2.231
3.448,-2.226,-2.226
3.563,-2.256,-2.256
3.674,-2.394,-2.394
3.784,-2.298,-2.298
3.942,-2.172,-2.172
4.061,-2.317,-2.317
4.174,-2.432,-2.432
4.291,-2.305,-2.305
4.407,-2.335,-2.335
4.56,-2.322,-2.322
4.663,-2.286,-2.286
4.77,-2.347,-2.347
4.874,-2.399,-2.399
4.98,-2.346,-2.346
5.129,-2.355,-2.355
5.243,-2.269,-2.269
5.354,-2.524,-2.524
5.464,-2.545,-2.545
5.575,-2.515,-2.515
5.724,-2.594,-2.594
5.829,-2.59,-2.59
5.932,-2.428,-2.428
6.036,-2.511,-2.511
6.138,-2.56,-2.56
6.293,-2.519,-2.519
6.406,-2.512,-2.512
6.507,-2.63,-2.63
6.609,-2.58,-2.58
6.711,-2.619,-2.619
6.859,-2.675,-2.675
6.961,-2.67,-2.67
7.066,-2.582,-2.582
7.167,-2.589,-2.589
7.271,-2.7,-2.7
7.418,-2.767,-2.767
7.52,-2.607,-2.607
7.623,-2.695,-2.695
7.724,-2.7,-2.7
7.829,-2.735,-2.735
7.974,-2.815,-2.815
8.076,-2.73,-2.73
8.186,-2.772,-2.772
8.298,-2.737,-2.737
8.399,-2.713,-2.713
8.547,-2.71,-2.71
8.647,-2.828,-2.828
8.759,-2.659,-2.659
8.867,-2.788,-2.788
8.97,-2.865,-2.865
9.116,-2.71,-2.71
9.218,-2.816,-2.816
9.322,-2.791,-2.791
9.429,-2.804,-2.804
9.54,-2.725,-2.725
9.686,-2.724,-2.724
9.794,-2.818,-2.818
9.904,-2.739,-2.739
10.015,-2.819,-2.819
10.124,-2.831,-2.831
10.269,-2.81,-2.81
10.379,-2.85,-2.85
10.487,-2.751,-2.751
10.592,-2.871,-2.871
10.693,-2.861,-2.861
10.838,-2.869,-2.869
10.94,-2.902,-2.902
11.049,-2.887,-2.887
11.159,-2.787,-2.787
11.264,-2.836,-2.836
11.406,-2.815,-2.815
11.511,-2.846,-2.846
11.613,-2.824,-2.824
11.722,-2.893,-2.893
11.832,-2.848,-2.848
11.978,-2.85,-2.85
12.088,-2.89,-2.89
12.198,-2.858,-2.858
12.307,-2.866,-2.866
12.417,-2.811,-2.811
12.562,-2.882,-2.882
12.665,-2.889,-2.889
12.766,-2.896,-2.896
12.869,-2.901,-2.901
12.971,-2.901,-2.901
13.125,-2.913,-2.913
13.235,-2.85,-2.85
13.338,-2.898,-2.898
13.44,-2.897,-2.897
13.541,-2.861,-2.861
13.689,-2.836,-2.836
13.791,-2.907,-2.907
13.892,-2.819,-2.819
13.995,-2.915,-2.915
14.097,-2.966,-2.966
14.244,-2.915,-2.915
14.344,-2.855,-2.855
14.448,-2.852,-2.852
14.55,-2.909,-2.909
14.652,-2.904,-2.904
