current,voltage,Electric_field_strength
22.696,2.133,2.133
22.804,2.32,2.32
22.908,2.024,2.024
23.007,2.116,2.116
23.154,2.17,2.17
23.257,2.15,2.15
23.358,2.357,2.357
23.458,2.12,2.12
23.559,2.218,2.218
23.706,2.319,2.319
23.809,2.247,2.247
23.91,2.261,2.261
24.013,2.355,2.355
24.116,2.386,2.386
24.261,2.478,2.478
24.362,2.475,2.475
24.466,2.354,2.354
24.568,2.549,2.549
24.67,2.365,2.365
24.813,2.288,2.288
24.917,2.608,2.608
25.019,2.426,2.426
25.122,2.501,2.501
25.23,2.563,2.563
25.384,2.475,2.475
25.493,2.631,2.631
25.601,2.48,2.48
25.703,2.664,2.664
25.806,2.595,2.595
25.951,2.815,2.815
26.055,2.835,2.835
26.156,3.075,3.075
26.258,3.041,3.041
26.359,3.545,3.545
26.506,3.109,3.109
26.606,3.382,3.382
26.71,3.456,3.456
26.81,3.592,3.592
26.912,3.758,3.758
27.057,3.667,3.667
27.161,4.107,4.107
27.261,4.336,4.336
27.364,4.477,4.477
27.465,4.566,4.566
27.612,4.942,4.942
27.714,5.23,5.23
27.816,5.058,5.058
27.921,5.862,5.862
28.019,6.183,6.183
28.166,6.887,6.887
28.266,7.404,7.404
28.368,7.907,7.907
28.479,8.698,8.698
28.594,9.092,9.092
28.748,9.824,9.824
28.849,10.664,10.664
28.951,11.715,11.715
29.052,12.467,12.467
29.154,13.273,13.273
29.299,14.45,14.45
29.401,15.786,15.786
29.504,16.922,16.922
29.599,18.253,18.253
29.707,19.912,19.912
29.851,21.627,21.627
29.956,23.453,23.453
