current,voltage,Electric_field_strength
10.719,2.414,2.414
10.868,1.819,1.819
10.968,1.96,1.96
11.07,1.861,1.861
11.173,1.854,1.854
11.275,1.884,1.884
11.421,2.009,2.009
11.525,2.233,2.233
11.626,1.803,1.803
11.727,1.945,1.945
11.829,1.891,1.891
11.975,1.963,1.963
12.077,1.989,1.989
12.179,1.873,1.873
12.281,1.922,1.922
12.384,1.812,1.812
12.53,1.976,1.976
12.633,1.849,1.849
12.736,2.021,2.021
12.836,1.866,1.866
12.939,2.197,2.197
13.085,1.864,1.864
13.185,2.002,2.002
13.29,1.753,1.753
13.391,1.908,1.908
13.494,2.328,2.328
13.641,1.843,1.843
13.741,1.988,1.988
13.844,2.353,2.353
13.947,1.855,1.855
14.049,2.11,2.11
14.195,1.893,1.893
14.296,1.836,1.836
14.398,1.899,1.899
14.501,1.945,1.945
14.603,1.921,1.921
14.747,2.234,2.234
14.851,1.891,1.891
14.952,1.778,1.778
15.055,1.929,1.929
15.156,2.131,2.131
15.304,1.859,1.859
15.405,1.87,1.87
15.506,1.974,1.974
15.608,1.761,1.761
15.711,2.219,2.219
15.856,1.713,1.713
15.955,2.003,2.003
16.06,1.705,1.705
16.162,1.832,1.832
16.263,1.781,1.781
16.41,1.837,1.837
16.513,2.164,2.164
16.615,1.78,1.78
16.718,1.733,1.733
16.82,1.662,1.662
16.965,1.833,1.833
17.068,2.112,2.112
17.171,1.859,1.859
17.271,2.235,2.235
17.373,1.915,1.915
17.521,1.968,1.968
17.622,1.854,1.854
17.723,1.866,1.866
17.825,1.86,1.86
17.929,1.834,1.834
18.074,1.738,1.738
18.175,1.728,1.728
18.278,2.046,2.046
18.381,1.888,1.888
18.482,1.85,1.85
18.629,2.569,2.569
18.729,1.769,1.769
18.83,1.842,1.842
18.933,2.278,2.278
19.035,1.811,1.811
19.18,2.015,2.015
19.282,1.883,1.883
19.386,2.095,2.095
19.486,2.238,2.238
19.589,1.83,1.83
19.735,2.161,2.161
19.838,1.787,1.787
19.94,1.905,1.905
20.041,1.692,1.692
20.142,1.836,1.836
20.288,2.436,2.436
20.391,1.716,1.716
20.492,1.775,1.775
20.595,2.356,2.356
20.697,1.812,1.812
20.843,2.363,2.363
20.944,1.843,1.843
21.032,1.888,1.888
21.135,1.844,1.844
21.236,2.071,2.071
21.381,1.81,1.81
21.483,1.916,1.916
21.585,2.598,2.598
21.687,2.05,2.05
21.79,2.005,2.005
21.933,2.074,2.074
22.036,1.936,1.936
22.136,2.324,2.324
22.242,2.067,2.067
22.344,2.082,2.082
22.49,1.974,1.974
22.591,2.12,2.12
22.693,2.047,2.047
22.794,1.973,1.973
22.897,1.985,1.985
23.043,1.971,1.971
23.144,2.179,2.179
23.248,2.094,2.094
23.348,2.587,2.587
23.451,2.012,2.012
23.597,2.066,2.066
23.699,2.118,2.118
23.799,2.156,2.156
23.902,1.931,1.931
24.003,2.234,2.234
24.15,2.057,2.057
24.253,2.093,2.093
24.354,2.095,2.095
24.455,2.134,2.134
24.558,2.175,2.175
24.704,2.142,2.142
24.805,2.364,2.364
24.906,2.335,2.335
25.01,2.193,2.193
25.112,2.403,2.403
25.256,2.182,2.182
25.357,2.345,2.345
25.461,2.246,2.246
25.561,2.37,2.37
25.665,2.375,2.375
25.81,2.254,2.254
25.913,2.387,2.387
26.013,2.39,2.39
26.115,2.389,2.389
26.219,2.311,2.311
26.364,2.357,2.357
26.465,2.386,2.386
26.568,2.333,2.333
26.668,2.219,2.219
26.769,2.326,2.326
26.915,2.305,2.305
27.017,2.389,2.389
27.118,2.25,2.25
27.22,2.409,2.409
27.323,2.188,2.188
27.47,2.349,2.349
27.571,2.395,2.395
27.674,2.295,2.295
27.775,2.268,2.268
27.877,2.312,2.312
28.023,2.315,2.315
28.124,2.75,2.75
28.224,2.456,2.456
28.313,2.563,2.563
28.414,2.518,2.518
28.561,2.517,2.517
28.664,2.616,2.616
28.765,2.467,2.467
28.866,2.638,2.638
28.969,2.63,2.63
29.115,2.501,2.501
29.217,2.422,2.422
29.317,2.546,2.546
29.42,2.465,2.465
29.522,2.596,2.596
29.667,2.587,2.587
29.769,2.464,2.464
29.871,2.619,2.619
29.976,2.485,2.485
30.074,2.659,2.659
30.221,2.5,2.5
30.321,2.725,2.725
30.424,2.801,2.801
30.525,2.703,2.703
30.627,2.644,2.644
30.773,2.498,2.498
30.873,2.661,2.661
30.976,2.721,2.721
31.078,2.732,2.732
31.179,2.675,2.675
31.325,2.882,2.882
31.427,2.817,2.817
31.529,2.776,2.776
31.63,1.995,1.995
31.732,2.794,2.794
31.877,2.871,2.871
31.979,0.831,0.831
32.081,2.956,2.956
32.184,2.841,2.841
32.286,2.997,2.997
32.432,2.94,2.94
32.533,2.904,2.904
32.635,2.893,2.893
32.736,3.015,3.015
32.839,2.909,2.909
32.981,2.866,2.866
33.084,2.947,2.947
33.186,2.891,2.891
33.289,3.078,3.078
33.391,2.913,2.913
33.538,2.988,2.988
33.637,2.959,2.959
33.739,3.011,3.011
33.84,3.082,3.082
33.941,3.115,3.115
34.086,3.343,3.343
34.191,3.094,3.094
34.29,3.41,3.41
34.394,3.208,3.208
34.498,3.434,3.434
34.64,3.246,3.246
34.744,3.352,3.352
34.844,3.763,3.763
34.944,3.916,3.916
35.047,3.995,3.995
35.191,3.974,3.974
35.293,4.132,4.132
35.396,4.355,4.355
35.498,4.696,4.696
35.6,4.833,4.833
35.744,5.007,5.007
35.845,5.497,5.497
35.948,5.421,5.421
36.048,5.671,5.671
36.151,6.088,6.088
36.297,6.577,6.577
36.398,6.262,6.262
36.499,6.889,6.889
36.6,6.659,6.659
36.703,7.982,7.982
36.847,8.518,8.518
36.95,8.276,8.276
37.056,9.683,9.683
37.155,10.374,10.374
37.255,11.406,11.406
37.399,12.172,12.172
37.502,12.885,12.885
37.601,13.736,13.736
37.703,14.539,14.539
37.807,15.786,15.786
37.953,17.093,17.093
38.054,18.375,18.375
38.155,19.833,19.833
38.259,20.779,20.779
38.359,23.149,23.149
