current,voltage,Electric_field_strength
-0.027,0.843,0.843
-0.027,0.875,0.875
-0.027,0.854,0.854
-0.027,0.852,0.852
-0.027,0.859,0.859
-0.027,0.86,0.86
-0.027,0.843,0.843
-0.027,0.865,0.865
-0.028,0.829,0.829
-0.027,0.851,0.851
-0.027,0.849,0.849
-0.027,0.837,0.837
-0.027,0.859,0.859
-0.027,0.884,0.884
-0.027,0.858,0.858
-0.027,0.855,0.855
-0.027,0.84,0.84
-0.027,12.42,12.42
0.712,5.539,5.539
1.338,6.149,6.149
1.783,5.628,5.628
2.218,6.061,6.061
2.641,5.863,5.863
3.228,5.552,5.552
3.63,5.713,5.713
4.026,5.428,5.428
4.416,5.704,5.704
4.799,5.465,5.465
5.337,5.459,5.459
5.709,5.814,5.814
6.075,5.668,5.668
6.441,5.385,5.385
6.803,5.754,5.754
7.312,5.182,5.182
7.669,3.803,3.803
8.021,3.258,3.258
8.372,3.239,3.239
8.721,3.022,3.022
9.213,2.965,2.965
9.56,2.994,2.994
9.901,3.26,3.26
10.244,2.808,2.808
10.587,3.061,3.061
11.071,3.098,3.098
11.408,3.046,3.046
11.747,3.248,3.248
12.086,2.704,2.704
12.422,2.887,2.887
12.903,3.118,3.118
13.238,3.26,3.26
13.573,2.84,2.84
13.904,2.966,2.966
14.265,3.012,3.012
14.767,2.613,2.613
15.101,2.843,2.843
15.43,2.731,2.731
15.768,2.777,2.777
16.1,2.748,2.748
16.575,2.884,2.884
16.907,2.789,2.789
17.239,2.562,2.562
17.574,2.681,2.681
17.929,2.784,2.784
18.426,2.863,2.863
18.758,2.56,2.56
19.089,3.011,3.011
19.419,2.708,2.708
19.751,2.69,2.69
20.224,2.639,2.639
20.557,2.786,2.786
20.889,2.658,2.658
21.22,2.604,2.604
21.528,3.068,3.068
22.024,2.54,2.54
22.355,2.659,2.659
22.686,2.987,2.987
23.017,2.681,2.681
23.347,2.713,2.713
23.821,2.499,2.499
24.152,2.827,2.827
24.483,2.556,2.556
24.813,2.95,2.95
25.143,2.867,2.867
25.618,2.953,2.953
25.947,2.905,2.905
26.28,2.678,2.678
26.586,2.884,2.884
26.939,3.262,3.262
27.412,2.676,2.676
27.742,3.06,3.06
28.077,2.857,2.857
28.404,2.562,2.562
28.758,2.534,2.534
29.207,2.19,2.19
29.537,2.698,2.698
30.197,2.486,2.486
30.528,2.458,2.458
31.001,2.685,2.685
31.33,2.35,2.35
31.662,2.547,2.547
31.99,2.733,2.733
32.32,2.42,2.42
32.792,2.78,2.78
33.123,2.742,2.742
33.453,2.934,2.934
33.777,7.163,7.163
34.117,1.915,1.915
34.587,1.926,1.926
34.916,2.688,2.688
35.244,2.73,2.73
35.572,2.718,2.718
35.904,2.659,2.659
36.377,2.33,2.33
36.704,2.64,2.64
37.032,2.914,2.914
37.363,2.704,2.704
37.691,2.41,2.41
38.165,3.205,3.205
38.496,2.541,2.541
38.824,2.739,2.739
39.153,2.948,2.948
39.482,2.522,2.522
39.952,2.994,2.994
40.282,3.106,3.106
40.61,2.678,2.678
40.939,2.832,2.832
41.269,2.863,2.863
41.74,3.135,3.135
42.07,3.394,3.394
42.423,2.953,2.953
42.776,3.5,3.5
43.103,3.263,3.263
43.569,3.271,3.271
43.922,3.036,3.036
44.278,3.71,3.71
44.606,3.203,3.203
44.936,3.655,3.655
45.403,3.158,3.158
45.756,3.188,3.188
46.105,3.65,3.65
46.434,2.778,2.778
46.761,3.142,3.142
47.229,3.384,3.384
47.556,3.618,3.618
47.908,3.539,3.539
48.26,3.809,3.809
48.586,3.712,3.712
49.054,3.693,3.693
49.407,3.742,3.742
49.755,3.074,3.074
50.085,3.236,3.236
50.434,9.023,9.023
50.935,1.123,1.123
51.247,2.868,2.868
51.572,2.777,2.777
51.899,3.606,3.606
52.226,3.541,3.541
52.694,3.727,3.727
53.021,3.538,3.538
53.345,3.517,3.517
53.676,3.541,3.541
53.999,4.349,4.349
54.463,3.744,3.744
54.79,4.158,4.158
55.113,4.109,4.109
55.437,4.109,4.109
55.764,3.118,3.118
56.227,4.676,4.676
56.55,4.988,4.988
56.879,5.294,5.294
57.204,6.234,6.234
57.526,7.238,7.238
57.989,8.687,8.687
58.313,9.787,9.787
58.642,12.417,12.417
58.962,14.271,14.271
59.283,17.731,17.731
59.749,21.109,21.109
60.071,26.027,26.027
60.349,35.485,35.485
60.63,42.738,42.738
